날짜,종가,시가,고가,저가,거래량,변동 %,log_return
2022.12.30,"3,839.50","3,829.06","3,839.85","3,800.34",,-0.25%,0.002722808
2022.12.29,"3,849.28","3,805.45","3,858.19","3,805.45",,1.75%,0.011451868
2022.12.28,"3,783.22","3,829.56","3,848.32","3,780.78",,-1.20%,-0.012174415
2022.12.27,"3,829.25","3,843.34","3,846.65","3,813.22",,-0.40%,-0.003672819
2022.12.23,"3,844.82","3,815.11","3,845.80","3,797.01",,0.59%,0.00775729
2022.12.22,"3,822.39","3,853.26","3,853.26","3,764.49",,-1.45%,-0.008043662
2022.12.21,"3,878.44","3,839.49","3,889.82","3,839.49",,1.49%,0.010093466
2022.12.20,"3,821.62","3,810.47","3,838.24","3,795.62",,0.10%,0.002921875
2022.12.19,"3,817.66","3,853.79","3,854.86","3,800.04",,-0.90%,-0.00941941
2022.12.16,"3,852.36","3,890.91","3,890.91","3,827.91",,-1.11%,-0.009957116
2022.12.15,"3,895.75","3,958.37","3,958.37","3,879.45",,-2.49%,-0.015946109
2022.12.14,"3,995.32","4,015.54","4,053.76","3,965.65",,-0.61%,-0.005048158
2022.12.13,"4,019.65","4,069.38","4,100.96","3,993.03",,0.73%,-0.01229582
2022.12.12,"3,990.56","3,939.29","3,990.71","3,935.30",,1.43%,0.012931068
2022.12.9,"3,934.38","3,954.17","3,977.02","3,933.04",,-0.73%,-0.005017409
2022.12.8,"3,963.51","3,947.79","3,974.19","3,935.83",,0.75%,0.003974068
2022.12.7,"3,933.92","3,933.28","3,957.57","3,922.68",,-0.19%,0.000162701
2022.12.6,"3,941.26","3,996.63","4,001.51","3,918.39",,-1.44%,-0.013951037
2022.12.5,"3,998.84","4,052.02","4,052.45","3,984.49",,-1.79%,-0.013211203
2022.12.2,"4,071.70","4,040.17","4,080.48","4,026.63",,-0.12%,0.007773832
2022.12.1,"4,076.57","4,087.14","4,100.51","4,050.87",,-0.09%,-0.00258951
2022.11.30,"4,080.11","3,957.18","4,080.11","3,938.58",,3.09%,0.030592298
2022.11.29,"3,957.63","3,964.19","3,976.77","3,937.65",,-0.16%,-0.001656185
2022.11.28,"3,963.94","4,005.36","4,012.27","3,955.77",,-1.54%,-0.010394984
2022.11.25,"4,026.12","4,023.34","4,034.02","4,020.76",,-0.03%,0.00069073
2022.11.23,"4,027.26","4,000.30","4,033.78","3,998.66",,0.59%,0.006716886
2022.11.22,"4,003.58","3,965.51","4,005.88","3,956.88",,1.36%,0.009554489
2022.11.21,"3,949.94","3,956.23","3,962.00","3,933.34",,-0.39%,-0.001591163
2022.11.18,"3,965.34","3,966.39","3,979.89","3,935.98",,0.48%,-0.000264759
2022.11.17,"3,946.56","3,919.26","3,954.33","3,906.54",,-0.31%,0.006941453
2022.11.16,"3,958.79","3,976.82","3,983.09","3,954.34",,-0.83%,-0.004544082
2022.11.15,"3,991.73","4,006.41","4,028.84","3,953.17",,0.87%,-0.003670858
2022.11.14,"3,957.25","3,977.97","4,008.97","3,956.40",,-0.89%,-0.005222299
2022.11.11,"3,992.93","3,963.72","4,001.48","3,944.82",,0.92%,0.007342319
2022.11.10,"3,956.37","3,859.89","3,958.33","3,859.89",,5.54%,0.024688253
2022.11.9,"3,748.57","3,810.94","3,818.20","3,744.22",,-2.08%,-0.016501444
2022.11.8,"3,828.11","3,817.02","3,859.40","3,786.28",,0.56%,0.002901195
2022.11.7,"3,806.80","3,780.71","3,813.95","3,764.70",,0.96%,0.006877119
2022.11.4,"3,770.55","3,766.98","3,796.34","3,708.84",,1.36%,0.00094726
2022.11.3,"3,719.89","3,733.25","3,750.59","3,698.15",,-1.06%,-0.00358507
2022.11.2,"3,759.69","3,852.90","3,894.44","3,758.68",,-2.50%,-0.024489604
2022.11.1,"3,856.10","3,901.79","3,911.79","3,843.80",,-0.41%,-0.011779112
2022.10.31,"3,871.98","3,881.85","3,893.73","3,863.18",,-0.75%,-0.00254584
2022.10.28,"3,901.06","3,808.26","3,905.42","3,808.26",,2.46%,0.024075919
2022.10.27,"3,807.30","3,834.69","3,859.95","3,803.79",,-0.61%,-0.007168321
2022.10.26,"3,830.60","3,825.97","3,886.15","3,824.07",,-0.74%,0.001209419
2022.10.25,"3,859.11","3,799.44","3,862.85","3,799.44",,1.63%,0.015582899
2022.10.24,"3,797.34","3,762.01","3,810.74","3,741.65",,1.19%,0.009347433
2022.10.21,"3,752.75","3,657.10","3,757.89","3,647.42",,2.37%,0.025818421
2022.10.20,"3,665.78","3,689.05","3,736.00","3,656.44",,-0.80%,-0.006327836
2022.10.19,"3,695.16","3,703.11","3,728.58","3,666.51",,-0.67%,-0.002149152
2022.10.18,"3,719.98","3,746.26","3,762.79","3,686.53",,1.14%,-0.007039717
2022.10.17,"3,677.95","3,638.65","3,689.73","3,638.65",,2.65%,0.010742798
2022.10.14,"3,583.07","3,690.41","3,712.00","3,579.68",,-2.37%,-0.029517588
2022.10.13,"3,669.91","3,520.37","3,685.41","3,491.58",,2.60%,0.041601041
2022.10.12,"3,577.03","3,590.83","3,608.34","3,573.86",,-0.33%,-0.003850526
2022.10.11,"3,588.84","3,595.86","3,640.66","3,568.45",,-0.65%,-0.001954153
2022.10.10,"3,612.39","3,647.51","3,652.17","3,588.10",,-0.75%,-0.00967514
2022.10.7,"3,639.66","3,706.74","3,706.74","3,620.73",,-2.80%,-0.018262513
2022.10.6,"3,744.52","3,771.97","3,797.93","3,739.22",,-1.02%,-0.007303974
2022.10.5,"3,783.28","3,753.25","3,806.91","3,722.66",,-0.20%,0.007969227
2022.10.4,"3,790.93","3,726.46","3,791.92","3,726.46",,3.06%,0.01715265
2022.10.3,"3,678.43","3,609.78","3,698.35","3,604.93",,2.59%,0.018839202
2022.9.30,"3,585.62","3,633.48","3,671.44","3,584.13",,-1.51%,-0.013259465
2022.9.29,"3,640.47","3,687.01","3,687.01","3,610.40",,-2.11%,-0.012703037
2022.9.28,"3,719.04","3,651.94","3,736.74","3,640.61",,1.97%,0.018207037
2022.9.27,"3,647.29","3,686.44","3,717.53","3,623.29",,-0.21%,-0.010676797
2022.9.26,"3,655.04","3,682.72","3,715.67","3,644.76",,-1.03%,-0.007544573
2022.9.23,"3,693.23","3,727.14","3,727.14","3,647.47",,-1.72%,-0.00913977
2022.9.22,"3,757.99","3,782.36","3,790.90","3,749.45",,-0.84%,-0.006463913
2022.9.21,"3,789.93","3,871.40","3,907.07","3,789.49",,-1.71%,-0.021268649
2022.9.20,"3,855.93","3,875.23","3,876.01","3,827.54",,-1.13%,-0.004992793
2022.9.19,"3,899.89","3,849.91","3,900.45","3,838.50",,0.69%,0.012898576
2022.9.16,"3,873.33","3,880.95","3,880.95","3,837.08",,-0.72%,-0.001965367
2022.9.15,"3,901.35","3,932.41","3,959.14","3,888.28",,-1.13%,-0.007929822
2022.9.14,"3,946.01","3,940.73","3,961.94","3,912.18",,0.34%,0.001338956
2022.9.13,"3,932.69","4,037.12","4,037.12","3,921.28",,-4.32%,-0.026207896
2022.9.12,"4,110.41","4,083.67","4,119.28","4,083.67",,1.06%,0.006526686
2022.9.9,"4,067.36","4,022.94","4,076.81","4,022.94",,1.53%,0.010981162
2022.9.8,"4,006.18","3,959.94","4,010.50","3,944.81",,0.66%,0.011609295
2022.9.7,"3,979.87","3,909.43","3,987.89","3,906.03",,1.83%,0.017857572
2022.9.6,"3,908.19","3,930.89","3,942.55","3,886.75",,-0.41%,-0.005791512
2022.9.2,"3,924.26","3,994.66","4,018.43","3,906.21",,-1.07%,-0.017780671
2022.9.1,"3,966.85","3,936.73","3,970.23","3,903.65",,0.30%,0.007621899
2022.8.31,"3,955.00","4,000.67","4,015.37","3,954.53",,-0.78%,-0.011481246
2022.8.30,"3,986.16","4,041.25","4,044.98","3,965.21",,-1.10%,-0.013725689
2022.8.29,"4,030.61","4,034.58","4,062.99","4,017.42",,-0.67%,-0.000984478
2022.8.26,"4,057.66","4,198.74","4,203.04","4,057.66",,-3.37%,-0.034178028
2022.8.25,"4,199.12","4,153.26","4,200.54","4,147.59",,1.41%,0.010981411
2022.8.24,"4,140.77","4,126.55","4,156.56","4,119.97",,0.29%,0.003440054
2022.8.23,"4,128.73","4,133.09","4,159.77","4,124.03",,-0.22%,-0.001055458
2022.8.22,"4,137.99","4,195.08","4,195.08","4,129.86",,-2.14%,-0.013702247
2022.8.19,"4,228.48","4,266.31","4,266.31","4,218.70",,-1.29%,-0.008906695
2022.8.18,"4,283.74","4,273.13","4,292.53","4,261.98",,0.23%,0.00247988
2022.8.17,"4,274.04","4,280.40","4,302.18","4,253.08",,-0.72%,-0.001486947
2022.8.16,"4,305.20","4,290.46","4,325.28","4,277.77",,0.19%,0.003429641
2022.8.15,"4,297.14","4,269.37","4,301.79","4,256.90",,0.40%,0.00648341
2022.8.12,"4,280.15","4,225.02","4,280.47","4,219.78",,1.73%,0.012964061
2022.8.11,"4,207.27","4,227.40","4,257.91","4,201.41",,-0.07%,-0.004773166
2022.8.10,"4,210.24","4,181.02","4,211.03","4,177.26",,2.13%,0.006964417
2022.8.9,"4,122.47","4,133.11","4,137.30","4,112.09",,-0.42%,-0.002577652
2022.8.8,"4,140.06","4,155.93","4,186.62","4,128.97",,-0.12%,-0.003825949
2022.8.5,"4,145.19","4,115.87","4,151.58","4,107.31",,-0.16%,0.007098392
2022.8.4,"4,151.94","4,154.85","4,161.29","4,135.42",,-0.08%,-0.000700632
2022.8.3,"4,155.17","4,107.96","4,167.66","4,107.96",,1.56%,0.011426787
2022.8.2,"4,091.19","4,104.21","4,140.47","4,079.81",,-0.67%,-0.003177395
2022.8.1,"4,118.63","4,112.38","4,144.95","4,096.02",,-0.28%,0.001518647
2022.7.29,"4,130.29","4,087.33","4,140.15","4,079.22",,1.42%,0.010455677
2022.7.28,"4,072.43","4,026.13","4,078.95","3,992.97",,1.21%,0.011434256
2022.7.27,"4,023.61","3,951.43","4,039.56","3,951.43",,2.62%,0.018101971
2022.7.26,"3,921.05","3,953.22","3,953.22","3,910.74",,-1.15%,-0.008170962
2022.7.25,"3,966.84","3,965.72","3,975.30","3,943.46",,0.13%,0.00028238
2022.7.22,"3,961.63","3,998.43","4,012.44","3,938.86",,-0.93%,-0.009246227
2022.7.21,"3,998.95","3,955.47","3,999.29","3,927.64",,0.99%,0.010932396
2022.7.20,"3,959.90","3,935.32","3,974.13","3,922.03",,0.59%,0.006226572
2022.7.19,"3,936.69","3,860.73","3,939.81","3,860.73",,2.76%,0.019483984
2022.7.18,"3,830.85","3,883.79","3,902.44","3,818.63",,-0.84%,-0.01372477
2022.7.15,"3,863.16","3,818.00","3,863.62","3,817.18",,1.92%,0.011758776
2022.7.14,"3,790.38","3,763.99","3,796.41","3,721.56",,-0.30%,0.006986713
2022.7.13,"3,801.78","3,779.67","3,829.44","3,759.07",,-0.45%,0.005832674
2022.7.12,"3,818.80","3,851.95","3,873.41","3,802.36",,-0.92%,-0.008643276
2022.7.11,"3,854.43","3,880.94","3,880.94","3,847.22",,-1.15%,-0.006854256
2022.7.8,"3,899.38","3,888.26","3,918.50","3,869.34",,-0.08%,0.002855809
2022.7.7,"3,902.62","3,858.85","3,910.63","3,858.85",,1.50%,0.011278911
2022.7.6,"3,845.08","3,831.98","3,870.91","3,809.37",,0.36%,0.003412768
2022.7.5,"3,831.39","3,792.61","3,832.19","3,742.06",,0.16%,0.010173225
2022.7.1,"3,825.33","3,781.00","3,829.82","3,752.10",,1.06%,0.011656213
2022.6.30,"3,785.38","3,785.99","3,818.99","3,738.67",,-0.88%,-0.000161133
2022.6.29,"3,818.83","3,825.09","3,836.50","3,799.02",,-0.07%,-0.001637903
2022.6.28,"3,821.55","3,913.00","3,945.86","3,820.14",,-2.01%,-0.023648244
2022.6.27,"3,900.11","3,920.76","3,927.72","3,889.66",,-0.30%,-0.005280755
2022.6.24,"3,911.74","3,821.75","3,913.65","3,821.75",,3.06%,0.023273855
2022.6.23,"3,795.73","3,774.71","3,802.58","3,743.52",,0.95%,0.005553192
2022.6.22,"3,759.89","3,733.89","3,801.79","3,717.69",,-0.13%,0.006939116
2022.6.21,"3,764.79","3,715.31","3,779.65","3,715.31",,2.45%,0.013229963
2022.6.17,"3,674.84","3,665.90","3,707.71","3,636.87",,0.22%,0.002435723
2022.6.16,"3,666.77","3,728.18","3,728.18","3,639.77",,-3.25%,-0.016609013
2022.6.15,"3,789.99","3,764.05","3,837.56","3,722.30",,1.46%,0.006867875
2022.6.14,"3,735.48","3,763.52","3,778.18","3,705.68",,-0.38%,-0.007478365
2022.6.13,"3,749.63","3,838.15","3,838.15","3,734.30",,-3.88%,-0.023333311
2022.6.10,"3,900.86","3,974.39","3,974.39","3,900.16",,-2.91%,-0.018674236
2022.6.9,"4,017.82","4,101.65","4,119.10","4,017.17",,-2.38%,-0.020649865
2022.6.8,"4,115.77","4,147.12","4,160.14","4,107.20",,-1.08%,-0.007588181
2022.6.7,"4,160.68","4,096.47","4,164.86","4,080.19",,0.95%,0.015552895
2022.6.6,"4,121.43","4,134.72","4,168.78","4,109.18",,0.31%,-0.003219421
2022.6.3,"4,108.54","4,137.57","4,142.67","4,098.67",,-1.63%,-0.007040925
2022.6.2,"4,176.82","4,095.41","4,177.51","4,074.37",,1.84%,0.019683357
2022.6.1,"4,101.23","4,149.78","4,166.54","4,073.85",,-0.75%,-0.011768392
2022.5.31,"4,132.15","4,151.09","4,168.34","4,104.88",,-0.63%,-0.004573098
2022.5.27,"4,158.24","4,077.43","4,158.49","4,077.43",,2.47%,0.01962502
2022.5.26,"4,057.84","3,984.60","4,075.14","3,984.60",,1.99%,0.018213882
2022.5.25,"3,978.73","3,929.59","3,999.33","3,925.03",,0.95%,0.012427578
2022.5.24,"3,941.48","3,942.94","3,955.68","3,875.13",,-0.81%,-0.000370351
2022.5.23,"3,973.75","3,919.42","3,981.88","3,909.04",,1.86%,0.01376655
2022.5.20,"3,901.36","3,927.76","3,943.42","3,810.32",,0.01%,-0.006744079
2022.5.19,"3,900.79","3,899.00","3,945.96","3,876.58",,-0.58%,0.000458987
2022.5.18,"3,923.68","4,051.98","4,051.98","3,911.91",,-4.04%,-0.032175662
2022.5.17,"4,088.85","4,052.00","4,090.72","4,033.93",,2.02%,0.009053171
2022.5.16,"4,008.01","4,013.02","4,046.46","3,983.99",,-0.39%,-0.001249216
2022.5.13,"4,023.89","3,963.90","4,038.88","3,963.90",,2.39%,0.015020707
2022.5.12,"3,930.08","3,903.95","3,964.80","3,858.87",,-0.13%,0.006670921
2022.5.11,"3,935.18","3,990.08","4,049.09","3,928.82",,-1.65%,-0.013854657
2022.5.10,"4,001.05","4,035.18","4,068.82","3,958.17",,0.25%,-0.008494084
2022.5.9,"3,991.24","4,081.27","4,081.27","3,975.48",,-3.20%,-0.022306255
2022.5.6,"4,123.34","4,128.17","4,157.69","4,067.91",,-0.70%,-0.001170695
2022.5.5,"4,152.38","4,255.50","4,256.39","4,105.51",,-3.44%,-0.0245306
2022.5.4,"4,300.17","4,181.18","4,307.66","4,148.91",,2.99%,0.028061053
2022.5.3,"4,175.48","4,159.78","4,200.10","4,147.08",,0.48%,0.003767133
2022.5.2,"4,155.38","4,130.61","4,169.81","4,062.51",,0.57%,0.005978784
2022.4.29,"4,131.93","4,253.75","4,269.68","4,124.28",,-3.63%,-0.029056337
2022.4.28,"4,287.50","4,222.58","4,308.45","4,188.63",,2.47%,0.015257497
2022.4.27,"4,183.96","4,186.52","4,240.71","4,162.90",,0.21%,-0.000611673
2022.4.26,"4,175.20","4,278.14","4,278.14","4,175.04",,-2.81%,-0.024356074
2022.4.25,"4,296.12","4,255.34","4,299.02","4,200.82",,0.57%,0.009537625
2022.4.22,"4,271.78","4,385.83","4,385.83","4,267.62",,-2.77%,-0.026348287
2022.4.21,"4,393.66","4,489.17","4,512.94","4,384.47",,-1.48%,-0.021505237
2022.4.20,"4,459.45","4,472.26","4,488.29","4,448.76",,-0.06%,-0.002868434
2022.4.19,"4,462.21","4,390.63","4,471.03","4,390.63",,1.61%,0.016171434
2022.4.18,"4,391.69","4,385.63","4,410.31","4,370.30",,-0.02%,0.001380832
2022.4.14,"4,392.59","4,449.12","4,460.46","4,390.77",,-1.21%,-0.012787293
2022.4.13,"4,446.59","4,394.30","4,453.92","4,392.70",,1.12%,0.011829264
2022.4.12,"4,397.45","4,437.59","4,471.00","4,381.34",,-0.34%,-0.009086609
2022.4.11,"4,412.53","4,462.64","4,464.35","4,408.38",,-1.69%,-0.011292298
2022.4.8,"4,488.28","4,494.15","4,520.41","4,474.60",,-0.27%,-0.001306996
2022.4.7,"4,500.21","4,474.65","4,521.16","4,450.30",,0.43%,0.005695926
2022.4.6,"4,481.15","4,494.17","4,503.94","4,450.04",,-0.97%,-0.002901291
2022.4.5,"4,525.12","4,572.45","4,593.45","4,514.17",,-1.26%,-0.01040507
2022.4.4,"4,582.64","4,547.97","4,583.50","4,539.21",,0.81%,0.007594272
2022.4.1,"4,545.86","4,540.32","4,548.70","4,507.57",,0.34%,0.001219435
2022.3.31,"4,530.41","4,599.02","4,603.07","4,530.41",,-1.57%,-0.015030794
2022.3.30,"4,602.45","4,624.20","4,627.77","4,581.32",,-0.63%,-0.004714613
2022.3.29,"4,631.60","4,602.86","4,637.30","4,589.66",,1.23%,0.006224531
2022.3.28,"4,575.52","4,541.09","4,575.65","4,517.69",,0.71%,0.007553282
2022.3.25,"4,543.04","4,522.91","4,546.03","4,501.07",,0.51%,0.004440799
2022.3.24,"4,520.16","4,469.98","4,520.58","4,465.17",,1.43%,0.011163457
2022.3.23,"4,456.23","4,493.10","4,501.07","4,455.81",,-1.23%,-0.00823977
2022.3.22,"4,511.61","4,469.10","4,522.00","4,469.10",,1.13%,0.009467028
2022.3.21,"4,461.18","4,462.40","4,481.75","4,424.30",,-0.04%,-0.000273433
2022.3.18,"4,463.09","4,407.34","4,465.40","4,390.57",,1.17%,0.012570018
2022.3.17,"4,411.67","4,345.11","4,412.67","4,335.65",,1.23%,0.015202228
2022.3.16,"4,357.95","4,288.14","4,358.90","4,251.99",,2.24%,0.016148691
2022.3.15,"4,262.45","4,188.82","4,271.05","4,187.90",,2.14%,0.017425041
2022.3.14,"4,173.11","4,202.75","4,247.57","4,161.72",,-0.74%,-0.007077512
2022.3.11,"4,204.31","4,279.50","4,291.01","4,200.49",,-1.30%,-0.017725991
2022.3.10,"4,259.52","4,252.55","4,268.28","4,209.80",,-0.43%,0.001637675
2022.3.9,"4,277.88","4,223.10","4,299.40","4,223.10",,2.57%,0.012888104
2022.3.8,"4,170.62","4,202.66","4,276.94","4,157.87",,-0.73%,-0.007652952
2022.3.7,"4,201.09","4,327.01","4,327.01","4,199.85",,-2.95%,-0.029532757
2022.3.4,"4,328.87","4,342.12","4,342.12","4,284.98",,-0.79%,-0.00305617
2022.3.3,"4,363.49","4,401.31","4,416.78","4,350.37",,-0.53%,-0.008630028
2022.3.2,"4,386.54","4,322.56","4,401.48","4,322.56",,1.86%,0.014692942
2022.3.1,"4,306.26","4,363.14","4,378.45","4,279.54",,-1.54%,-0.013122204
2022.2.28,"4,373.79","4,354.17","4,388.84","4,315.12",,-0.25%,0.004495904
2022.2.25,"4,384.62","4,298.38","4,385.34","4,286.83",,2.24%,0.019864755
2022.2.24,"4,288.70","4,155.77","4,294.73","4,114.65",,1.50%,0.031485927
2022.2.23,"4,225.50","4,324.93","4,341.51","4,221.51",,-1.84%,-0.023258358
2022.2.22,"4,304.74","4,332.74","4,362.12","4,267.11",,-1.01%,-0.006483395
2022.2.18,"4,348.87","4,384.57","4,394.60","4,327.22",,-0.72%,-0.008175518
2022.2.17,"4,380.26","4,456.06","4,456.06","4,373.81",,-2.12%,-0.017156884
2022.2.16,"4,475.01","4,455.75","4,489.55","4,429.68",,0.09%,0.004313189
2022.2.15,"4,471.07","4,429.28","4,472.77","4,429.28",,1.58%,0.009390711
2022.2.14,"4,401.67","4,412.61","4,426.22","4,364.84",,-0.38%,-0.002482337
2022.2.11,"4,418.64","4,506.27","4,526.33","4,401.41",,-1.90%,-0.019637804
2022.2.10,"4,504.06","4,553.24","4,588.92","4,484.31",,-1.81%,-0.010859855
2022.2.9,"4,587.18","4,547.00","4,590.03","4,547.00",,1.45%,0.008797781
2022.2.8,"4,521.54","4,480.02","4,531.32","4,465.40",,0.84%,0.009225133
2022.2.7,"4,483.87","4,505.75","4,521.86","4,471.47",,-0.37%,-0.004867846
2022.2.4,"4,500.54","4,482.79","4,539.66","4,451.50",,0.52%,0.003951769
2022.2.3,"4,477.44","4,535.41","4,542.88","4,470.39",,-2.44%,-0.012864033
2022.2.2,"4,589.32","4,566.39","4,595.31","4,544.32",,0.94%,0.005008907
2022.2.1,"4,546.54","4,519.57","4,550.49","4,483.53",,0.69%,0.005949648
2022.1.31,"4,515.55","4,431.79","4,516.89","4,414.02",,1.89%,0.01872343
2022.1.28,"4,431.85","4,336.19","4,432.72","4,292.46",,2.43%,0.021821022
2022.1.27,"4,326.50","4,380.58","4,428.74","4,309.50",,-0.54%,-0.012422235
2022.1.26,"4,349.93","4,408.43","4,453.23","4,304.80",,-0.15%,-0.013358864
2022.1.25,"4,356.45","4,366.64","4,411.01","4,287.11",,-1.22%,-0.002336329
2022.1.24,"4,410.13","4,356.32","4,417.35","4,222.62",,0.28%,0.012276503
2022.1.21,"4,397.93","4,471.38","4,494.52","4,395.34",,-1.89%,-0.01656311
2022.1.20,"4,482.73","4,547.35","4,602.11","4,477.95",,-1.10%,-0.01431241
2022.1.19,"4,532.76","4,588.03","4,611.55","4,530.20",,-0.97%,-0.012119713
2022.1.18,"4,577.34","4,632.24","4,632.24","4,568.70",,-1.83%,-0.011922509
2022.1.14,"4,662.85","4,637.99","4,665.13","4,614.75",,0.08%,0.005345766
2022.1.13,"4,659.02","4,733.56","4,744.13","4,650.29",,-1.42%,-0.015872437
2022.1.12,"4,726.35","4,728.59","4,748.83","4,706.71",,0.28%,-0.000473826
2022.1.11,"4,713.07","4,669.14","4,714.13","4,638.27",,0.92%,0.0093646
2022.1.10,"4,670.29","4,655.34","4,673.02","4,582.24",,-0.14%,0.00320622
2022.1.7,"4,677.02","4,697.66","4,707.95","4,662.74",,-0.41%,-0.004403357
2022.1.6,"4,696.05","4,693.39","4,725.01","4,671.26",,-0.10%,0.000566594
2022.1.5,"4,700.58","4,787.99","4,797.70","4,699.44",,-1.94%,-0.018424794
2022.1.4,"4,793.54","4,804.51","4,818.62","4,774.27",,-0.06%,-0.002285882
2022.1.3,"4,796.56","4,778.14","4,796.64","4,758.17",,0.64%,0.003847645
2021.12.31,"4,766.18","4,775.21","4,786.83","4,765.75",,-0.26%,-0.001892807
2021.12.30,"4,778.73","4,794.23","4,808.93","4,775.33",,-0.30%,-0.003238291
2021.12.29,"4,793.06","4,788.64","4,804.06","4,778.08",,0.14%,0.000922592
2021.12.28,"4,786.36","4,795.49","4,807.02","4,780.04",,-0.10%,-0.001905687
2021.12.27,"4,791.19","4,733.99","4,791.49","4,733.99",,1.38%,0.012010416
2021.12.23,"4,725.78","4,703.96","4,740.74","4,703.96",,0.62%,0.00462792
2021.12.22,"4,696.56","4,650.36","4,697.67","4,645.53",,1.02%,0.00988569
2021.12.21,"4,649.23","4,594.96","4,651.14","4,583.16",,1.78%,0.011741564
2021.12.20,"4,568.02","4,587.90","4,587.90","4,531.10",,-1.14%,-0.004342552
2021.12.17,"4,620.64","4,652.50","4,666.70","4,600.22",,-1.03%,-0.006871486
2021.12.16,"4,668.67","4,719.13","4,731.99","4,651.89",,-0.87%,-0.010750226
2021.12.15,"4,709.84","4,636.46","4,712.60","4,611.22",,1.63%,0.015702793
2021.12.14,"4,634.09","4,642.99","4,660.47","4,606.52",,-0.75%,-0.001918708
2021.12.13,"4,669.15","4,710.30","4,710.30","4,667.60",,-0.91%,-0.008774558
2021.12.10,"4,712.02","4,687.64","4,713.57","4,670.24",,0.95%,0.005187433
2021.12.9,"4,667.45","4,691.00","4,695.26","4,665.98",,-0.72%,-0.005032895
2021.12.8,"4,701.21","4,690.86","4,705.06","4,674.52",,0.31%,0.002203988
2021.12.7,"4,686.75","4,631.97","4,694.04","4,631.97",,2.07%,0.011757115
2021.12.6,"4,591.67","4,548.37","4,612.60","4,540.51",,1.17%,0.009474865
2021.12.3,"4,538.43","4,589.49","4,608.03","4,495.12",,-0.84%,-0.01118777
2021.12.2,"4,577.10","4,504.73","4,595.46","4,504.73",,1.42%,0.015937654
2021.12.1,"4,513.04","4,602.82","4,652.94","4,510.27",,-1.18%,-0.019698175
2021.11.30,"4,567.00","4,640.25","4,646.02","4,560.00",,-1.90%,-0.01591171
2021.11.29,"4,655.27","4,628.75","4,672.95","4,625.26",,1.32%,0.005713058
2021.11.26,"4,594.62","4,664.63","4,664.63","4,585.43",,-2.27%,-0.015122463
2021.11.24,"4,701.46","4,675.78","4,702.87","4,659.89",,0.23%,0.005477105
2021.11.23,"4,690.70","4,678.48","4,699.39","4,652.66",,0.17%,0.002608554
2021.11.22,"4,682.95","4,712.00","4,743.83","4,682.17",,-0.32%,-0.006184193
2021.11.19,"4,697.96","4,708.44","4,717.75","4,694.22",,-0.18%,-0.002228271
2021.11.18,"4,706.64","4,700.72","4,708.75","4,672.78",,0.38%,0.001258589
2021.11.17,"4,688.67","4,701.50","4,701.50","4,684.41",,-0.26%,-0.002732647
2021.11.16,"4,700.90","4,679.42","4,714.95","4,679.42",,0.39%,0.004579809
2021.11.15,"4,682.81","4,689.30","4,697.42","4,672.86",,0.00%,-0.00138496
2021.11.12,"4,682.85","4,655.24","4,688.47","4,650.77",,0.72%,0.005913432
2021.11.11,"4,649.27","4,659.39","4,664.55","4,648.31",,0.06%,-0.00217432
2021.11.10,"4,646.71","4,670.26","4,684.85","4,630.86",,-0.82%,-0.005055302
2021.11.9,"4,685.25","4,707.25","4,708.53","4,670.87",,-0.35%,-0.004684597
2021.11.8,"4,701.70","4,701.48","4,714.92","4,694.39",,0.09%,4.67927E-05
2021.11.5,"4,697.53","4,699.26","4,718.50","4,681.32",,0.37%,-0.000368211
2021.11.4,"4,680.06","4,662.93","4,683.00","4,662.59",,0.42%,0.003666924
2021.11.3,"4,660.57","4,630.65","4,663.46","4,621.19",,0.65%,0.006440511
2021.11.2,"4,630.65","4,613.34","4,635.15","4,613.34",,0.37%,0.00374514
2021.11.1,"4,613.67","4,610.62","4,620.34","4,595.06",,0.18%,0.000661298
2021.10.29,"4,605.38","4,572.87","4,608.08","4,567.59",,0.19%,0.007084169
2021.10.28,"4,596.42","4,562.84","4,597.55","4,562.84",,0.98%,0.007332503
2021.10.27,"4,551.68","4,580.22","4,584.57","4,551.66",,-0.51%,-0.006250636
2021.10.26,"4,574.79","4,578.69","4,598.53","4,569.17",,0.18%,-0.000852135
2021.10.25,"4,566.48","4,553.69","4,572.62","4,537.36",,0.47%,0.002804774
2021.10.22,"4,544.90","4,546.12","4,559.67","4,524.00",,-0.11%,-0.000268397
2021.10.21,"4,549.78","4,532.24","4,551.44","4,526.89",,0.30%,0.003862582
2021.10.20,"4,536.19","4,524.42","4,540.87","4,524.40",,0.37%,0.002598061
2021.10.19,"4,519.63","4,497.34","4,520.40","4,496.41",,0.74%,0.004944021
2021.10.18,"4,486.48","4,463.72","4,488.75","4,447.47",,0.34%,0.005085931
2021.10.15,"4,471.37","4,447.69","4,475.82","4,447.69",,0.75%,0.005309989
2021.10.14,"4,438.23","4,386.75","4,439.73","4,386.75",,1.71%,0.011667014
2021.10.13,"4,363.80","4,358.01","4,372.87","4,329.92",,0.30%,0.001327706
2021.10.12,"4,350.64","4,368.31","4,374.89","4,342.09",,-0.24%,-0.004053246
2021.10.11,"4,361.19","4,385.44","4,415.88","4,360.59",,-0.69%,-0.005545007
2021.10.8,"4,391.36","4,406.51","4,412.02","4,386.22",,-0.19%,-0.003444019
