날짜,종가,시가,고가,저가,거래량,변동 %,log_return
2017.6.13,"2,440.35","2,434.15","2,441.49","2,431.28",,0.45%,0.002543852
2017.6.12,"2,429.39","2,425.88","2,430.38","2,419.97",,-0.10%,0.001445852
2017.6.9,"2,431.77","2,436.39","2,446.20","2,415.70",,-0.08%,-0.001898048
2017.6.8,"2,433.79","2,434.27","2,439.27","2,427.94",,0.03%,-0.000197204
2017.6.7,"2,433.14","2,432.03","2,435.28","2,424.75",,0.16%,0.000456305
2017.6.6,"2,429.33","2,431.92","2,436.21","2,428.12",,-0.28%,-0.00106557
2017.6.5,"2,436.10","2,437.83","2,439.55","2,434.32",,-0.12%,-0.000709899
2017.6.2,"2,439.07","2,431.28","2,440.23","2,427.71",,0.37%,0.003198951
2017.6.1,"2,430.06","2,415.65","2,430.06","2,413.54",,0.76%,0.005947546
2017.5.31,"2,411.80","2,415.63","2,415.99","2,403.59",,-0.05%,-0.001586766
2017.5.30,"2,412.91","2,411.67","2,415.26","2,409.43",,-0.12%,0.000514034
2017.5.26,"2,415.82","2,414.50","2,416.68","2,412.20",,0.03%,0.000546548
2017.5.25,"2,415.07","2,409.54","2,418.71","2,408.01",,0.44%,0.002292414
2017.5.24,"2,404.39","2,401.41","2,405.58","2,397.99",,0.25%,0.001240168
2017.5.23,"2,398.42","2,397.04","2,400.85","2,393.88",,0.18%,0.000575544
2017.5.22,"2,394.02","2,387.21","2,395.46","2,386.92",,0.52%,0.002848641
2017.5.19,"2,381.73","2,371.37","2,389.06","2,370.43",,0.68%,0.004359267
2017.5.18,"2,365.72","2,354.69","2,375.74","2,352.72",,0.37%,0.004673331
2017.5.17,"2,357.03","2,382.95","2,384.87","2,356.21",,-1.82%,-0.010936864
2017.5.16,"2,400.67","2,404.55","2,405.77","2,396.05",,-0.07%,-0.001614911
2017.5.15,"2,402.32","2,393.98","2,404.05","2,393.94",,0.48%,0.003477684
2017.5.12,"2,390.90","2,392.44","2,392.44","2,387.19",,-0.15%,-0.000643902
2017.5.11,"2,394.44","2,394.84","2,395.72","2,381.74",,-0.22%,-0.00016704
2017.5.10,"2,399.63","2,396.79","2,399.74","2,392.79",,0.11%,0.001184217
2017.5.9,"2,396.92","2,401.58","2,403.87","2,392.44",,-0.10%,-0.001942274
2017.5.8,"2,399.38","2,399.94","2,401.36","2,393.92",,0.00%,-0.000233366
2017.5.5,"2,399.29","2,392.37","2,399.29","2,389.38",,0.41%,0.002888354
2017.5.4,"2,389.52","2,389.79","2,391.43","2,380.35",,0.06%,-0.000112987
2017.5.3,"2,388.13","2,386.50","2,389.82","2,379.75",,-0.13%,0.000682775
2017.5.2,"2,391.17","2,391.05","2,392.93","2,385.82",,0.12%,5.01859E-05
2017.5.1,"2,388.33","2,388.50","2,394.49","2,384.83",,0.17%,-7.11769E-05
2017.4.28,"2,384.20","2,393.68","2,393.68","2,382.36",,-0.19%,-0.003968292
2017.4.27,"2,388.77","2,389.70","2,392.10","2,382.68",,0.06%,-0.000389246
2017.4.26,"2,387.45","2,388.98","2,398.16","2,386.76",,-0.05%,-0.000640646
2017.4.25,"2,388.61","2,381.51","2,392.48","2,381.15",,0.61%,0.002976867
2017.4.24,"2,374.15","2,370.33","2,376.98","2,369.19",,1.08%,0.001610293
2017.4.21,"2,348.69","2,354.74","2,356.18","2,344.51",,-0.30%,-0.002572592
2017.4.20,"2,355.84","2,342.69","2,361.37","2,340.91",,0.76%,0.00559751
2017.4.19,"2,338.17","2,346.79","2,352.63","2,335.05",,-0.17%,-0.003679865
2017.4.18,"2,342.19","2,342.53","2,348.35","2,334.54",,-0.29%,-0.000145153
2017.4.17,"2,349.01","2,332.62","2,349.14","2,332.51",,0.86%,0.007001863
2017.4.13,"2,328.95","2,341.98","2,348.26","2,328.95",,-0.68%,-0.005579203
2017.4.12,"2,344.93","2,352.15","2,352.72","2,341.18",,-0.38%,-0.003074253
2017.4.11,"2,353.78","2,353.92","2,355.22","2,337.25",,-0.14%,-5.9477E-05
2017.4.10,"2,357.16","2,357.16","2,366.37","2,351.50",,0.07%,0
2017.4.7,"2,355.54","2,356.59","2,363.76","2,350.74",,-0.08%,-0.000445658
2017.4.6,"2,357.49","2,353.79","2,364.16","2,348.90",,0.19%,0.001570699
2017.4.5,"2,352.95","2,366.59","2,378.36","2,350.52",,-0.31%,-0.00578024
2017.4.4,"2,360.16","2,354.76","2,360.53","2,350.72",,0.06%,0.002290602
2017.4.3,"2,358.84","2,362.34","2,365.87","2,344.73",,-0.16%,-0.00148268
2017.3.31,"2,362.72","2,364.82","2,370.35","2,362.60",,-0.23%,-0.000888411
2017.3.30,"2,368.06","2,361.31","2,370.42","2,358.58",,0.29%,0.002854505
2017.3.29,"2,361.13","2,356.54","2,363.36","2,352.94",,0.11%,0.001945876
2017.3.28,"2,358.57","2,339.79","2,363.78","2,337.63",,0.73%,0.007994321
2017.3.27,"2,341.59","2,329.11","2,344.90","2,322.25",,-0.10%,0.005343965
2017.3.24,"2,343.98","2,350.42","2,356.22","2,335.74",,-0.08%,-0.002743696
2017.3.23,"2,345.96","2,345.97","2,358.92","2,342.13",,-0.11%,-4.26264E-06
2017.3.22,"2,348.45","2,343.00","2,351.81","2,336.45",,0.19%,0.002323377
2017.3.21,"2,344.02","2,379.32","2,381.93","2,341.90",,-1.24%,-0.014947328
2017.3.20,"2,373.47","2,378.24","2,379.55","2,369.66",,-0.20%,-0.002007699
2017.3.17,"2,378.25","2,383.71","2,385.71","2,377.64",,-0.13%,-0.002293174
2017.3.16,"2,381.38","2,387.71","2,388.10","2,377.18",,-0.16%,-0.002654596
2017.3.15,"2,385.26","2,370.34","2,390.01","2,368.94",,0.84%,0.006274728
2017.3.14,"2,365.45","2,368.55","2,368.55","2,358.18",,-0.34%,-0.001309675
2017.3.13,"2,373.47","2,371.56","2,374.42","2,368.52",,0.04%,0.000805053
2017.3.10,"2,372.60","2,372.52","2,376.86","2,363.04",,0.33%,3.37189E-05
2017.3.9,"2,364.87","2,363.49","2,369.08","2,354.54",,0.08%,0.000583712
2017.3.8,"2,362.98","2,369.81","2,373.09","2,361.01",,-0.23%,-0.002886249
2017.3.7,"2,368.39","2,370.74","2,375.12","2,365.51",,-0.29%,-0.000991743
2017.3.6,"2,375.31","2,375.23","2,378.80","2,367.98",,-0.33%,3.36804E-05
2017.3.3,"2,383.12","2,380.92","2,383.89","2,375.39",,0.05%,0.000923586
2017.3.2,"2,381.92","2,394.75","2,394.75","2,380.17",,-0.59%,-0.005371956
2017.3.1,"2,395.96","2,380.13","2,400.98","2,380.13",,1.37%,0.006628878
2017.2.28,"2,363.64","2,366.08","2,367.79","2,358.96",,-0.26%,-0.001031774
2017.2.27,"2,369.75","2,365.23","2,371.54","2,361.87",,0.10%,0.001909196
2017.2.24,"2,367.34","2,355.73","2,367.34","2,352.87",,0.15%,0.004916304
2017.2.23,"2,363.81","2,367.50","2,368.26","2,355.09",,0.04%,-0.001559822
2017.2.22,"2,362.82","2,361.11","2,365.13","2,358.34",,-0.11%,0.000723974
2017.2.21,"2,365.38","2,354.91","2,366.71","2,354.91",,0.60%,0.004436175
2017.2.17,"2,351.16","2,343.01","2,351.16","2,339.58",,0.17%,0.003472396
2017.2.16,"2,347.22","2,349.64","2,351.31","2,338.87",,-0.09%,-0.001030476
2017.2.15,"2,349.25","2,335.58","2,351.30","2,334.81",,0.50%,0.005835874
2017.2.14,"2,337.58","2,326.12","2,337.58","2,322.17",,0.40%,0.004914563
2017.2.13,"2,328.25","2,321.72","2,331.58","2,321.42",,0.52%,0.002808622
2017.2.10,"2,316.10","2,312.27","2,319.23","2,311.10",,0.36%,0.001655011
2017.2.9,"2,307.87","2,296.70","2,311.08","2,296.61",,0.58%,0.004851711
2017.2.8,"2,294.67","2,289.55","2,295.91","2,285.38",,0.07%,0.002233751
2017.2.7,"2,293.08","2,295.87","2,299.40","2,290.16",,0.02%,-0.001215965
2017.2.6,"2,292.56","2,294.28","2,296.18","2,288.57",,-0.21%,-0.000749972
2017.2.3,"2,297.42","2,288.54","2,298.31","2,287.88",,0.73%,0.003872695
2017.2.2,"2,280.85","2,276.69","2,283.97","2,271.65",,0.06%,0.001825547
2017.2.1,"2,279.55","2,285.59","2,289.14","2,272.44",,0.03%,-0.002646142
2017.1.31,"2,278.87","2,274.02","2,279.09","2,267.21",,-0.09%,0.002130516
2017.1.30,"2,280.90","2,286.01","2,286.01","2,268.04",,-0.60%,-0.002237838
2017.1.27,"2,294.69","2,299.02","2,299.02","2,291.62",,-0.09%,-0.001885187
2017.1.26,"2,296.68","2,298.63","2,300.99","2,294.08",,-0.07%,-0.000848691
2017.1.25,"2,298.37","2,288.88","2,299.55","2,288.88",,0.80%,0.004137561
2017.1.24,"2,280.07","2,267.88","2,284.63","2,266.68",,0.66%,0.00536067
2017.1.23,"2,265.20","2,267.78","2,271.78","2,257.02",,-0.27%,-0.001138324
2017.1.20,"2,271.31","2,269.96","2,276.96","2,265.01",,0.34%,0.000594547
2017.1.19,"2,263.69","2,271.90","2,274.33","2,258.41",,-0.36%,-0.003620261
2017.1.18,"2,271.89","2,269.14","2,272.01","2,263.35",,0.18%,0.001211179
2017.1.17,"2,267.89","2,269.14","2,272.08","2,262.81",,-0.30%,-0.000551021
2017.1.13,"2,274.64","2,272.74","2,278.68","2,271.51",,0.18%,0.000835646
2017.1.12,"2,270.44","2,271.14","2,271.78","2,254.25",,-0.21%,-0.000308263
2017.1.11,"2,275.32","2,268.60","2,275.32","2,260.83",,0.28%,0.002957801
2017.1.10,"2,268.90","2,269.72","2,279.27","2,265.27",,0.00%,-0.000361343
2017.1.9,"2,268.90","2,273.59","2,275.49","2,268.90",,-0.35%,-0.002064947
2017.1.6,"2,276.98","2,271.14","2,282.10","2,264.06",,0.35%,0.002568095
2017.1.5,"2,269.00","2,268.18","2,271.50","2,260.45",,-0.08%,0.000361458
2017.1.4,"2,270.75","2,261.60","2,272.82","2,261.60",,0.57%,0.004037646
2017.1.3,"2,257.83","2,251.57","2,263.88","2,245.13",,0.85%,0.002776424
2016.12.30,"2,238.83","2,251.61","2,253.58","2,233.62",,-0.46%,-0.005692108
2016.12.29,"2,249.26","2,249.50","2,254.51","2,244.56",,-0.03%,-0.000106696
2016.12.28,"2,249.92","2,270.23","2,271.31","2,249.11",,-0.84%,-0.008986488
2016.12.27,"2,268.88","2,266.23","2,273.82","2,266.15",,0.22%,0.00116866
2016.12.23,"2,263.79","2,260.25","2,263.79","2,258.84",,0.13%,0.001564973
2016.12.22,"2,260.96","2,262.93","2,263.18","2,256.08",,-0.19%,-0.000870932
2016.12.21,"2,265.18","2,270.54","2,271.23","2,265.15",,-0.25%,-0.002363463
2016.12.20,"2,270.76","2,266.50","2,272.56","2,266.14",,0.36%,0.001877786
2016.12.19,"2,262.53","2,259.24","2,267.47","2,258.21",,0.20%,0.001455183
2016.12.16,"2,258.07","2,266.81","2,268.05","2,254.24",,-0.18%,-0.003863091
2016.12.15,"2,262.03","2,253.77","2,272.12","2,253.77",,0.39%,0.003658271
2016.12.14,"2,253.28","2,268.35","2,276.20","2,248.44",,-0.81%,-0.006665762
2016.12.13,"2,271.72","2,263.32","2,277.53","2,263.32",,0.65%,0.003704492
2016.12.12,"2,256.96","2,258.83","2,264.03","2,252.37",,-0.11%,-0.000828205
2016.12.9,"2,259.53","2,249.73","2,259.80","2,249.23",,0.59%,0.004346618
2016.12.8,"2,246.19","2,241.13","2,251.69","2,237.57",,0.22%,0.002255245
2016.12.7,"2,241.35","2,210.72","2,241.63","2,208.93",,1.32%,0.013760109
2016.12.6,"2,212.23","2,207.26","2,212.78","2,202.21",,0.34%,0.002249129
2016.12.5,"2,204.71","2,200.65","2,209.42","2,199.97",,0.58%,0.00184321
2016.12.2,"2,191.95","2,191.12","2,197.95","2,188.37",,0.04%,0.00037873
2016.12.1,"2,191.08","2,200.17","2,202.60","2,187.44",,-0.35%,-0.004140057
2016.11.30,"2,198.81","2,204.97","2,214.10","2,198.81",,-0.27%,-0.002797598
2016.11.29,"2,204.66","2,200.76","2,210.46","2,198.15",,0.13%,0.001770547
2016.11.28,"2,201.72","2,210.21","2,211.14","2,200.36",,-0.53%,-0.003848661
2016.11.25,"2,213.35","2,206.27","2,213.35","2,206.27",,0.39%,0.003203898
2016.11.23,"2,204.72","2,198.55","2,204.72","2,194.51",,0.08%,0.002802465
2016.11.22,"2,202.94","2,201.56","2,204.80","2,194.51",,0.22%,0.000626632
2016.11.21,"2,198.18","2,186.43","2,198.70","2,186.43",,0.75%,0.005359669
2016.11.18,"2,181.90","2,186.85","2,189.89","2,180.38",,-0.24%,-0.002266095
2016.11.17,"2,187.12","2,178.61","2,188.06","2,176.65",,0.47%,0.003898551
2016.11.16,"2,176.94","2,177.53","2,179.22","2,172.20",,-0.16%,-0.000270986
2016.11.15,"2,180.39","2,168.29","2,180.84","2,166.38",,0.75%,0.005564921
2016.11.14,"2,164.20","2,165.64","2,171.36","2,156.08",,-0.01%,-0.000665152
2016.11.11,"2,164.45","2,162.71","2,165.92","2,152.49",,-0.14%,0.000804223
2016.11.10,"2,167.48","2,167.49","2,182.30","2,151.17",,0.20%,-4.61364E-06
2016.11.9,"2,163.26","2,131.56","2,170.10","2,125.35",,1.11%,0.014762237
2016.11.8,"2,139.56","2,129.92","2,146.87","2,123.56",,0.38%,0.00451578
2016.11.7,"2,131.52","2,100.59","2,132.00","2,100.59",,2.22%,0.014617083
2016.11.4,"2,085.18","2,083.79","2,099.07","2,083.79",,-0.17%,0.000666831
2016.11.3,"2,088.66","2,098.80","2,102.56","2,085.23",,-0.44%,-0.004843041
2016.11.2,"2,097.94","2,109.43","2,111.76","2,094.00",,-0.65%,-0.005461858
2016.11.1,"2,111.72","2,128.68","2,131.45","2,097.85",,-0.68%,-0.007999288
2016.10.31,"2,126.15","2,129.78","2,133.25","2,125.53",,-0.01%,-0.001705856
2016.10.28,"2,126.41","2,132.23","2,140.72","2,119.36",,-0.31%,-0.002733269
2016.10.27,"2,133.04","2,144.06","2,147.13","2,132.52",,-0.30%,-0.005153036
2016.10.26,"2,139.43","2,136.97","2,145.73","2,131.59",,-0.17%,0.001150501
2016.10.25,"2,143.16","2,149.72","2,151.44","2,141.93",,-0.38%,-0.003056226
2016.10.24,"2,151.33","2,148.50","2,154.79","2,146.91",,0.47%,0.001316331
2016.10.21,"2,141.16","2,139.43","2,142.63","2,130.09",,-0.01%,0.0008083
2016.10.20,"2,141.34","2,142.51","2,147.18","2,133.44",,-0.14%,-0.000546238
2016.10.19,"2,144.29","2,140.81","2,148.44","2,138.15",,0.22%,0.001624233
2016.10.18,"2,139.60","2,138.31","2,144.38","2,135.49",,0.62%,0.000603098
2016.10.17,"2,126.50","2,132.95","2,135.61","2,124.43",,-0.30%,-0.003028562
2016.10.14,"2,132.98","2,139.68","2,149.19","2,132.98",,0.02%,-0.003136222
2016.10.13,"2,132.55","2,130.26","2,138.19","2,114.72",,-0.31%,0.001074409
2016.10.12,"2,139.18","2,137.67","2,145.36","2,132.77",,0.11%,0.000706127
2016.10.11,"2,136.73","2,161.35","2,161.56","2,128.84",,-1.24%,-0.011456403
2016.10.10,"2,163.66","2,160.39","2,169.60","2,160.39",,0.46%,0.001512471
2016.10.7,"2,153.74","2,164.19","2,165.86","2,144.85",,-0.33%,-0.004840292
2016.10.6,"2,160.77","2,158.22","2,162.93","2,150.28",,0.05%,0.001180832
2016.10.5,"2,159.73","2,155.15","2,163.95","2,155.15",,0.43%,0.002122887
2016.10.4,"2,150.49","2,163.37","2,165.46","2,144.01",,-0.50%,-0.005971468
2016.10.3,"2,161.20","2,164.33","2,164.41","2,154.77",,-0.33%,-0.001447222
2016.9.30,"2,168.27","2,156.51","2,175.30","2,156.51",,0.80%,0.00543844
2016.9.29,"2,151.13","2,168.90","2,172.67","2,145.20",,-0.93%,-0.008226841
2016.9.28,"2,171.37","2,161.85","2,172.40","2,151.79",,0.53%,0.004393968
2016.9.27,"2,159.93","2,146.04","2,161.13","2,141.55",,0.64%,0.00645153
2016.9.26,"2,146.10","2,158.54","2,158.54","2,145.04",,-0.86%,-0.005779826
2016.9.23,"2,164.69","2,173.29","2,173.75","2,163.97",,-0.57%,-0.003964984
2016.9.22,"2,177.18","2,170.94","2,179.99","2,170.94",,0.65%,0.002870208
2016.9.21,"2,163.12","2,144.58","2,165.11","2,139.57",,1.09%,0.008607895
2016.9.20,"2,139.76","2,145.94","2,150.80","2,139.17",,0.03%,-0.002884012
2016.9.19,"2,139.12","2,143.99","2,153.61","2,135.91",,0.00%,-0.00227405
2016.9.16,"2,139.16","2,146.48","2,146.48","2,131.20",,-0.38%,-0.003416063
2016.9.15,"2,147.26","2,125.36","2,151.31","2,122.36",,1.01%,0.010251411
2016.9.14,"2,125.77","2,127.86","2,141.33","2,119.90",,-0.06%,-0.00098269
2016.9.13,"2,127.02","2,150.47","2,150.47","2,120.27",,-1.48%,-0.010964484
2016.9.12,"2,159.04","2,120.86","2,163.30","2,119.12",,1.47%,0.017842012
2016.9.9,"2,127.81","2,169.08","2,169.08","2,127.81",,-2.45%,-0.019209833
2016.9.8,"2,181.30","2,182.76","2,184.94","2,177.49",,-0.22%,-0.000669102
2016.9.7,"2,186.16","2,185.17","2,187.87","2,179.07",,-0.01%,0.000452951
2016.9.6,"2,186.48","2,181.61","2,186.57","2,175.10",,0.30%,0.002229808
2016.9.2,"2,179.98","2,177.49","2,184.87","2,173.59",,0.42%,0.001142865
2016.9.1,"2,170.86","2,171.33","2,173.56","2,157.09",,0.00%,-0.000216481
2016.8.31,"2,170.95","2,173.56","2,173.79","2,161.35",,-0.24%,-0.001201517
2016.8.30,"2,176.12","2,179.45","2,182.27","2,170.41",,-0.20%,-0.001529077
2016.8.29,"2,180.38","2,170.19","2,183.48","2,170.19",,0.52%,0.004684452
2016.8.26,"2,169.04","2,175.10","2,187.94","2,160.39",,-0.16%,-0.002789967
2016.8.25,"2,172.47","2,173.29","2,179.00","2,169.74",,-0.14%,-0.000377379
2016.8.24,"2,175.44","2,185.09","2,186.66","2,171.25",,-0.52%,-0.004426075
2016.8.23,"2,186.90","2,187.81","2,193.42","2,186.80",,0.20%,-0.000416028
2016.8.22,"2,182.64","2,181.58","2,185.15","2,175.96",,-0.06%,0.000485768
2016.8.19,"2,183.87","2,184.24","2,185.00","2,175.13",,-0.14%,-0.00016941
2016.8.18,"2,187.02","2,181.90","2,187.03","2,180.46",,0.22%,0.00234383
2016.8.17,"2,182.22","2,177.84","2,183.08","2,168.50",,0.19%,0.002009147
2016.8.16,"2,178.15","2,186.24","2,186.24","2,178.14",,-0.55%,-0.003707281
2016.8.15,"2,190.15","2,186.08","2,193.81","2,186.08",,0.28%,0.001860049
2016.8.12,"2,184.05","2,183.74","2,186.28","2,179.42",,-0.08%,0.000141948
2016.8.11,"2,185.79","2,177.97","2,188.45","2,177.97",,0.47%,0.003584069
2016.8.10,"2,175.49","2,182.81","2,183.41","2,172.00",,-0.29%,-0.003359111
2016.8.9,"2,181.74","2,182.24","2,187.66","2,178.61",,0.04%,-0.000229149
2016.8.8,"2,180.89","2,183.76","2,185.44","2,177.85",,-0.09%,-0.001315111
2016.8.5,"2,182.87","2,168.79","2,182.87","2,168.79",,0.86%,0.006471116
2016.8.4,"2,164.25","2,163.51","2,168.19","2,159.07",,0.02%,0.000341978
2016.8.3,"2,163.79","2,156.81","2,163.79","2,152.56",,0.31%,0.003231036
2016.8.2,"2,157.03","2,169.94","2,170.20","2,147.58",,-0.64%,-0.005967242
2016.8.1,"2,170.84","2,173.15","2,178.29","2,166.21",,-0.13%,-0.001063538
2016.7.29,"2,173.60","2,168.83","2,177.09","2,163.49",,0.16%,0.002196927
2016.7.28,"2,170.06","2,166.05","2,172.85","2,159.74",,0.16%,0.001849585
2016.7.27,"2,166.58","2,169.81","2,174.98","2,159.07",,-0.12%,-0.001489719
2016.7.26,"2,169.18","2,168.97","2,173.54","2,160.18",,0.03%,9.68155E-05
2016.7.25,"2,168.48","2,173.71","2,173.71","2,161.95",,-0.30%,-0.002408924
2016.7.22,"2,175.03","2,166.47","2,175.11","2,163.24",,0.46%,0.003943343
2016.7.21,"2,165.17","2,172.91","2,174.56","2,159.75",,-0.36%,-0.003568403
2016.7.20,"2,173.02","2,166.10","2,175.63","2,164.89",,0.43%,0.00318959
2016.7.19,"2,163.78","2,163.79","2,164.63","2,159.01",,-0.14%,-4.62153E-06
2016.7.18,"2,166.89","2,162.04","2,168.35","2,159.63",,0.24%,0.002240739
2016.7.15,"2,161.74","2,165.13","2,169.05","2,155.79",,-0.09%,-0.001566953
2016.7.14,"2,163.75","2,157.88","2,168.99","2,157.88",,0.53%,0.002716569
2016.7.13,"2,152.43","2,153.81","2,156.45","2,146.21",,0.01%,-0.00064093
2016.7.12,"2,152.14","2,139.50","2,155.40","2,139.50",,0.70%,0.005890539
2016.7.11,"2,137.16","2,131.72","2,143.16","2,131.72",,0.34%,0.002548679
2016.7.8,"2,129.90","2,106.97","2,131.71","2,106.97",,1.53%,0.010824134
2016.7.7,"2,097.90","2,100.42","2,109.08","2,089.39",,-0.09%,-0.00120048
2016.7.6,"2,099.73","2,084.43","2,100.72","2,074.02",,0.54%,0.007313328
2016.7.5,"2,088.55","2,095.05","2,095.05","2,080.86",,-0.68%,-0.003107374
2016.7.1,"2,102.95","2,099.34","2,108.71","2,097.90",,0.19%,0.001718111
2016.6.30,"2,098.86","2,073.17","2,098.94","2,070.00",,1.36%,0.012315503
2016.6.29,"2,070.77","2,042.69","2,073.13","2,042.69",,1.70%,0.013652952
2016.6.28,"2,036.09","2,006.67","2,036.09","2,006.67",,1.78%,0.01455467
2016.6.27,"2,000.54","2,031.45","2,031.45","1,991.68",,-1.81%,-0.01533268
2016.6.24,"2,037.41","2,103.81","2,103.81","2,032.57",,-3.59%,-0.032070593
2016.6.23,"2,113.32","2,092.80","2,113.32","2,092.80",,1.34%,0.009757288
2016.6.22,"2,085.45","2,089.75","2,099.71","2,084.36",,-0.17%,-0.002059782
2016.6.21,"2,088.90","2,085.19","2,093.66","2,083.02",,0.27%,0.001777633
2016.6.20,"2,083.25","2,075.58","2,100.66","2,075.58",,0.58%,0.003688542
2016.6.17,"2,071.22","2,078.20","2,078.20","2,062.84",,-0.33%,-0.003364329
2016.6.16,"2,077.99","2,066.36","2,079.62","2,050.37",,0.31%,0.005612475
2016.6.15,"2,071.50","2,077.60","2,085.65","2,069.80",,-0.18%,-0.002940399
2016.6.14,"2,075.32","2,076.65","2,081.30","2,064.10",,-0.18%,-0.00064066
2016.6.13,"2,079.06","2,091.75","2,098.12","2,078.46",,-0.81%,-0.006085168
2016.6.10,"2,096.07","2,109.57","2,109.57","2,089.96",,-0.92%,-0.006419972
2016.6.9,"2,115.48","2,115.65","2,117.64","2,107.73",,-0.17%,-8.03568E-05
2016.6.8,"2,119.12","2,112.71","2,120.55","2,112.71",,0.33%,0.003029425
2016.6.7,"2,112.13","2,110.18","2,119.22","2,110.18",,0.13%,0.000923665
2016.6.6,"2,109.41","2,100.83","2,113.36","2,100.83",,0.49%,0.004075783
2016.6.3,"2,099.13","2,104.07","2,104.07","2,085.36",,-0.29%,-0.002350591
2016.6.2,"2,105.26","2,097.71","2,105.26","2,088.59",,0.28%,0.003592701
2016.6.1,"2,099.33","2,093.94","2,100.97","2,085.10",,0.11%,0.002570787
2016.5.31,"2,096.96","2,100.13","2,103.48","2,088.66",,-0.10%,-0.001510571
2016.5.27,"2,099.06","2,090.06","2,099.06","2,090.06",,0.43%,0.004296852
2016.5.26,"2,090.10","2,091.44","2,094.30","2,087.08",,-0.02%,-0.000640912
2016.5.25,"2,090.54","2,078.93","2,094.73","2,078.93",,0.70%,0.005569068
2016.5.24,"2,076.06","2,052.65","2,079.67","2,052.65",,1.37%,0.011340225
2016.5.23,"2,048.04","2,052.23","2,055.58","2,047.26",,-0.21%,-0.002043769
2016.5.20,"2,052.32","2,041.88","2,058.35","2,041.88",,0.60%,0.005099908
2016.5.19,"2,040.04","2,044.21","2,044.21","2,025.91",,-0.37%,-0.002041991
2016.5.18,"2,047.63","2,044.38","2,060.61","2,034.49",,0.02%,0.001588462
2016.5.17,"2,047.21","2,065.04","2,065.69","2,040.82",,-0.94%,-0.008671706
2016.5.16,"2,066.66","2,046.53","2,071.88","2,046.53",,0.98%,0.009788102
2016.5.13,"2,046.61","2,062.50","2,066.79","2,043.13",,-0.85%,-0.007734073
2016.5.12,"2,064.11","2,067.17","2,073.99","2,053.13",,-0.02%,-0.001481381
2016.5.11,"2,064.46","2,083.29","2,083.29","2,064.46",,-0.96%,-0.009079684
2016.5.10,"2,084.39","2,062.63","2,084.87","2,062.63",,1.25%,0.010494379
2016.5.9,"2,058.69","2,057.55","2,064.15","2,054.31",,0.08%,0.000553904
2016.5.6,"2,057.14","2,047.77","2,057.72","2,039.45",,0.32%,0.004565272
2016.5.5,"2,050.63","2,052.95","2,060.23","2,045.77",,-0.02%,-0.00113072
2016.5.4,"2,051.12","2,060.30","2,060.30","2,045.55",,-0.59%,-0.004465618
2016.5.3,"2,063.37","2,077.18","2,077.18","2,054.89",,-0.87%,-0.006670636
2016.5.2,"2,081.43","2,067.17","2,083.42","2,066.11",,0.78%,0.006874635
2016.4.29,"2,065.30","2,071.82","2,073.85","2,052.28",,-0.51%,-0.003151954
2016.4.28,"2,075.81","2,090.93","2,099.30","2,071.62",,-0.92%,-0.007257504
2016.4.27,"2,095.15","2,092.33","2,099.89","2,082.31",,0.16%,0.001346872
2016.4.26,"2,091.70","2,089.84","2,096.87","2,085.80",,0.19%,0.000889624
2016.4.25,"2,087.79","2,089.37","2,089.37","2,077.52",,-0.18%,-0.000756495
2016.4.22,"2,091.58","2,091.49","2,094.32","2,081.20",,0.00%,4.30306E-05
2016.4.21,"2,091.48","2,102.09","2,103.78","2,088.52",,-0.52%,-0.005060139
2016.4.20,"2,102.40","2,101.52","2,111.05","2,096.32",,0.08%,0.000418657
2016.4.19,"2,100.80","2,096.05","2,104.05","2,091.68",,0.31%,0.002263603
2016.4.18,"2,094.34","2,078.83","2,094.66","2,073.65",,0.65%,0.007433232
2016.4.15,"2,080.73","2,083.10","2,083.22","2,076.31",,-0.10%,-0.001138375
2016.4.14,"2,082.78","2,082.89","2,087.84","2,078.13",,0.02%,-5.28126E-05
2016.4.13,"2,082.42","2,065.92","2,083.18","2,065.92",,1.00%,0.007955031
2016.4.12,"2,061.72","2,043.72","2,065.05","2,039.74",,0.97%,0.008768909
2016.4.11,"2,041.99","2,050.23","2,062.93","2,041.88",,-0.27%,-0.004027159
2016.4.8,"2,047.60","2,045.54","2,060.63","2,041.69",,0.28%,0.001006562
2016.4.7,"2,041.91","2,063.01","2,063.01","2,033.80",,-1.20%,-0.010280437
2016.4.6,"2,066.66","2,045.56","2,067.33","2,043.09",,1.05%,0.010262187
2016.4.5,"2,045.17","2,062.50","2,062.50","2,042.56",,-1.01%,-0.008437924
2016.4.4,"2,066.13","2,073.19","2,074.02","2,062.57",,-0.32%,-0.003411192
2016.4.1,"2,072.78","2,056.62","2,075.07","2,043.98",,0.63%,0.007826843
2016.3.31,"2,059.74","2,063.77","2,067.92","2,057.46",,-0.20%,-0.001954646
2016.3.30,"2,063.95","2,058.27","2,072.21","2,058.27",,0.44%,0.002755798
2016.3.29,"2,055.01","2,035.75","2,055.91","2,028.31",,0.88%,0.009416413
2016.3.28,"2,037.05","2,037.89","2,042.67","2,031.96",,0.05%,-0.000412276
2016.3.24,"2,035.94","2,032.48","2,036.04","2,022.49",,-0.04%,0.001700906
2016.3.23,"2,036.71","2,048.55","2,048.55","2,034.86",,-0.64%,-0.005796465
2016.3.22,"2,049.80","2,048.64","2,056.60","2,040.57",,-0.09%,0.000566069
