³¯Â¥,S&P 500,FTSE
2006.8.14,0.001215048,0.0086905
2006.8.15,0.013619291,0.004588411
2006.8.16,0.007873873,-0.000220442
2006.8.17,0.001627553,0.000644232
2006.8.18,0.00370801,0.000508311
2006.8.21,-0.003677182,0.001996853
2006.8.22,0.00100141,-0.002132377
2006.8.23,-0.004429498,-0.007243328
2006.8.24,0.002386995,0.001551697
2006.8.25,-0.000640677,0.001617338
2006.8.29,0.002079936,0.001648693
2006.8.30,0.00128015,0.006938831
2006.8.31,-0.000329746,-0.003920447
2006.9.1,0.005514755,0.007254233
2006.9.5,0.001760544,-0.00081883
2006.9.6,-0.009780815,-0.008798646
2006.9.7,-0.004772138,-0.012080843
2006.9.8,0.003779498,0.003612388
2006.9.11,0.000523399,-0.004859303
2006.9.12,0.010311935,0.007610944
2006.9.13,0.00405199,-0.000559906
2006.9.14,-0.00130586,-0.002548984
2006.9.15,0.002564551,-3.40E-05
2006.9.18,0.001007183,0.002243525
2006.9.19,-0.00267545,-0.009964252
2006.9.20,0.005220443,0.005881364
2006.9.21,-0.00519124,0.005185808
2006.9.22,-0.002468846,-0.0126975
2006.9.25,0.008776536,-0.004130602
2006.9.26,0.007511208,0.012902963
2006.9.27,0.000351703,0.009573343
2006.9.28,0.001734295,0.006923583
2006.9.29,-0.002467291,-0.001759959
2006.10.2,-0.003374404,-0.000503415
2006.10.3,0.002093472,-0.003480487
2006.10.4,0.012213221,0.004939692
2006.10.5,0.002500871,0.006348697
2006.10.6,-0.002686095,-0.000549739
2006.10.9,0.000799929,0.004936804
2006.10.10,0.002070976,0.006907063
2006.10.11,-0.002463721,0.000131728
2006.10.12,0.009503273,0.007839447
2006.10.13,0.002052456,0.005863878
2006.10.16,0.002523158,0.002449371
2006.10.17,-0.003658853,-0.010390127
2006.10.18,0.001370099,0.006819506
2006.10.19,0.000739139,0.000910096
2006.10.20,0.001213654,-0.000129963
2006.10.23,0.006148038,0.001769294
2006.10.24,0.0002614,0.002656173
2006.10.25,0.003522279,0.005178642
2006.10.26,0.00495799,-0.004806693
2006.10.27,-0.008350764,-0.003871798
2006.10.30,0.000457312,-0.00555028
2006.10.31,7.26E-06,0.000391645
2006.11.1,-0.007248071,0.003322803
2006.11.2,-7.31E-05,-4.88E-05
2006.11.3,-0.002203829,-0.000195163
2006.11.6,0.011304579,0.012350027
2006.11.7,0.002237032,0.003127885
2006.11.8,0.002326406,-0.00080109
2006.11.9,-0.005137939,-0.001202839
2006.11.10,0.001862839,-0.00371386
2006.11.13,0.002777579,-0.002289843
2006.11.14,0.006379676,-0.001227708
2006.11.15,0.002624147,0.006958567
2006.11.16,0.002310205,0.004020927
2006.11.17,0.001028219,-0.01010702
2006.11.20,-0.000478286,0.002016699
2006.11.21,0.001698036,-0.000306276
2006.11.22,0.002420981,-0.006843081
2006.11.24,-0.00355554,-0.002919567
2006.11.27,-0.013647797,-0.011830374
2006.11.28,0.003691761,-0.004007955
2006.11.29,0.009599476,0.009661273
2006.11.30,0.000828542,-0.005868213
2006.12.1,-0.002802664,-0.004523508
2006.12.4,0.008874564,0.004787988
2006.12.5,0.004008703,0.005932388
2006.12.6,-0.001061083,0.000640568
2006.12.7,-0.00395015,0.006742077
2006.12.8,0.001824565,0.003402831
2006.12.11,0.002288468,0.00120206
2006.12.12,-0.001019628,-0.000552118
2006.12.13,0.001338276,0.005846691
2006.12.14,0.008687283,0.005716372
2006.12.15,0.001128807,0.005124931
2006.12.18,-0.003228571,-0.002014808
2006.12.19,0.002198058,-0.006987251
2006.12.20,-0.001389942,-0.000854666
2006.12.21,-0.003448886,-0.002406662
2006.12.22,-0.005189381,0.001018289
2006.12.27,0.007181397,0.008878082
2006.12.28,-0.001430826,-0.000688766
2006.12.29,-0.004509313,-0.003225887
2007.1.3,-0.00100895,0.001282671
2007.1.4,0.001227539,-0.005076958
2007.1.5,-0.006103164,-0.010698026
2007.1.8,0.002537119,-0.004172613
2007.1.9,-0.000516823,0.000306692
2007.1.10,0.004356225,-0.005729654
2007.1.11,0.00632695,0.011201977
2007.1.12,0.004841403,0.001427529
2007.1.16,0.00081743,-0.007660785
2007.1.17,-0.000803524,-0.001803514
2007.1.18,-0.002954191,0.000934369
2007.1.19,0.0029053,0.00432216
2007.1.22,-0.00527088,-0.003018725
2007.1.23,0.00353568,0.001478387
2007.1.24,0.008486535,0.013905059
2007.1.25,-0.011326858,-0.007231379
2007.1.26,-0.00120868,-0.006609452
2007.1.29,-0.000992032,0.001908903
2007.1.30,0.005762572,0.000336487
2007.1.31,0.006690201,-0.006251477
2007.2.1,0.005575913,0.012671071
2007.2.2,0.001692966,0.00455806
2007.2.5,-0.000925632,0.001108577
2007.2.6,0.000704668,0.004485091
2007.2.7,0.001801597,0.003649008
2007.2.8,-0.0011593,-0.003633251
2007.2.9,-0.007060948,0.00571915
2007.2.12,-0.003224944,-0.00460103
2007.2.13,0.007673419,0.004444347
2007.2.14,0.007857353,0.006154827
2007.2.15,0.001140126,0.00188261
2007.2.16,-0.00084469,-0.002147393
2007.2.20,0.002847138,-0.004993516
2007.2.21,-0.001350596,-0.008645722
2007.2.22,-0.000624642,0.003736855
2007.2.23,-0.003460128,0.003223185
2007.2.26,-0.001151561,0.005172882
2007.2.27,-0.035259894,-0.023364373
2007.2.28,0.005831502,-0.018398926
2007.3.1,-0.002583659,-0.009033632
2007.3.2,-0.011461135,3.27E-05
2007.3.5,-0.00940892,-0.009445733
2007.3.6,0.015418418,0.013085157
2007.3.7,-0.002188742,0.002928022
2007.3.8,0.007165975,0.011498649
2007.3.9,0.000677427,0.002806085
2007.3.12,0.002705206,-0.001907281
2007.3.13,-0.020315477,-0.011634324
2007.3.14,0.00673413,-0.026395435
2007.3.15,0.003720245,0.021840507
2007.3.16,-0.003835599,-0.000424012
2007.3.19,0.010835492,0.009545527
2007.3.20,0.00632783,0.004979986
2007.3.21,0.01695075,0.005850735
2007.3.22,-0.000348483,0.00973383
2007.3.23,0.001093829,0.003381424
2007.3.26,0.000967424,-0.007521035
2007.3.27,-0.006196594,0.000111248
2007.3.28,-0.00781567,-0.004044656
2007.3.29,0.003775051,0.00905386
2007.3.30,-0.001167625,-0.002564875
2007.4.2,0.002614766,0.00118826
2007.4.3,0.0094339,0.007980108
2007.4.4,0.001126126,-0.000219939
2007.4.5,0.00334409,0.005108928
2007.4.10,0.002633973,0.003199353
2007.4.11,-0.006484038,-0.000701421
2007.4.12,0.00618708,0.000483254
2007.4.13,0.003481982,0.007143553
2007.4.16,0.010605439,0.008290618
2007.4.17,0.002047655,-0.002827726
2007.4.18,0.000699735,-0.007476555
2007.4.19,-0.001189178,-0.0013654
2007.4.20,0.009245288,0.007147639
2007.4.23,-0.002293223,-0.00109513
2007.4.24,-0.000351192,-0.007777438
2007.4.25,0.010175845,0.005026617
2007.4.26,-0.000682384,0.001159976
2007.4.27,-9.37E-05,-0.007867764
2007.4.30,-0.007861781,0.004740487
2007.5.1,0.002647652,-0.004600282
2007.5.2,0.006565977,0.010058903
2007.5.3,0.004556455,0.008186004
2007.5.4,0.002174225,0.010029381
2007.5.8,-0.001087144,-0.008103982
2007.5.9,0.003483563,-0.000122137
2007.5.10,-0.013889297,-0.003900966
2007.5.11,0.009595312,0.006356115
2007.5.14,-0.001734848,-0.001554736
2007.5.15,-0.001278168,0.001996328
2007.5.16,0.008882638,-0.001386339
2007.5.17,-0.000832573,0.003013976
2007.5.18,0.006595335,0.00931914
2007.5.21,0.001542071,-0.000617577
2007.5.22,-0.000642787,-0.00456077
2007.5.23,-0.0011883,0.001482266
2007.5.24,-0.009631677,-0.00773798
2007.5.25,0.005444521,0.000776498
2007.5.29,0.001687731,0.00546408
2007.5.30,0.008287911,-0.000666233
2007.5.31,0.000280971,0.002919048
2007.6.1,0.003730082,0.008317026
2007.6.4,0.001885897,-0.001888943
2007.6.5,-0.005322367,-0.004707873
2007.6.6,-0.008655052,-0.016738637
2007.6.7,-0.017712758,-0.002701916
2007.6.8,0.011312896,0
2007.6.11,0.000981185,0.009546758
2007.6.12,-0.010739181,-0.007197519
2007.6.13,0.015304522,0.005993902
2007.6.14,0.004864172,0.013672191
2007.6.15,0.006505514,0.012329875
2007.6.18,-0.001207592,-0.004301914
2007.6.19,0.001748937,-0.007982849
2007.6.20,-0.013681397,-0.000135343
2007.6.21,0.006386176,-0.008048181
2007.6.22,-0.012979767,-0.004345389
2007.6.25,-0.003213015,0.003192511
2007.6.26,-0.003203405,-0.004426637
2007.6.27,0.009149902,-0.004844549
2007.6.28,-0.000405042,0.006672341
2007.6.29,-0.001561955,0.005554221
2007.7.2,0.009768305,-0.002621512
2007.7.3,0.003777941,0.007437451
2007.7.5,0.000354068,-0.005695709
2007.7.6,0.003587096,0.008240011
2007.7.9,0.000927414,0.003372433
2007.7.10,-0.014287037,-0.012260713
2007.7.11,0.00583092,-0.002385627
2007.7.12,0.018888914,0.012409269
2007.7.13,0.003109499,0.002832779
2007.7.16,-0.001921329,-0.002832779
2007.7.17,-9.68E-05,-0.005779844
2007.7.18,-0.001957763,-0.013912006
2007.7.19,0.004485021,0.011069749
2007.7.20,-0.012366991,-0.008317377
2007.7.23,0.004883562,0.005935095
2007.7.24,-0.020003222,-0.019157645
2007.7.25,0.004661428,-0.006855582
2007.7.26,-0.023615194,-0.03197313
2007.7.27,-0.01597238,-0.005775541
2007.7.30,0.010215443,-0.001465225
2007.7.31,-0.012720498,0.024511421
2007.8.1,0.007278386,-0.017366641
2007.8.2,0.004588694,0.007919792
2007.8.3,-0.026932277,-0.012136265
2007.8.6,0.023878047,-0.005671306
2007.8.7,0.006174599,0.019155804
2007.8.8,0.014305607,0.013398927
2007.8.9,-0.029911053,-0.019376687
2007.8.10,0.000378432,-0.037845209
2007.8.13,-0.000344075,0.029486607
2007.8.14,-0.018288979,-0.01221451
2007.8.15,-0.01373197,-0.005582412
2007.8.16,0.003286126,-0.041850328
2007.8.17,0.024276707,0.034440757
2007.8.20,-0.000269757,0.002388228
2007.8.21,0.001085502,0.001216625
2007.8.22,0.011707049,0.01789644
2007.8.23,-0.001059268,0.000145244
2007.8.24,0.011578429,0.003736817
2007.8.28,-0.023705182,-0.019136622
2007.8.29,0.021929416,0.004904214
2007.8.30,-0.004128291,0.012929329
2007.8.31,0.011174901,0.0145904
2007.9.4,0.010434126,0.009706978
2007.9.5,-0.011124547,-0.016778413
2007.9.6,0.004419477,0.006770528
2007.9.7,-0.017053038,-0.01952959
2007.9.10,-0.001239158,-0.009265561
2007.9.11,0.013547098,0.023618071
2007.9.12,0.000312642,0.004051837
2007.9.13,0.00844555,0.009108121
2007.9.14,0.000202143,-0.01179162
2007.9.17,-0.005126848,-0.017078533
2007.9.18,0.028803123,0.016124077
2007.9.19,0.0060877,0.027733998
2007.9.20,-0.006523531,-0.004810313
2007.9.21,0.004598464,0.004299346
2007.9.24,-0.005270295,0.001423862
2007.9.25,0.000573585,-0.010728716
2007.9.26,0.004467754,0.005627494
2007.9.27,0.002654724,0.008266685
2007.9.28,-0.0028777,-0.003026282
2007.10.1,0.012848505,0.006074173
2007.10.2,-0.000213344,-0.000891855
2007.10.3,-0.004025428,0.005339238
2007.10.4,0.001900901,0.001941437
2007.10.5,0.008866936,0.007288695
2007.10.8,-0.002528072,-0.008358312
2007.10.9,0.007677224,0.011325494
2007.10.10,-0.001605142,0.002656926
2007.10.11,-0.006610842,0.013700383
2007.10.12,0.004099826,0.000921577
2007.10.15,-0.008704763,-0.012889705
2007.10.16,-0.006013614,-0.004555473
2007.10.17,-0.002074098,0.009539645
2007.10.18,0.000513092,-0.010280739
2007.10.19,-0.025897396,-0.012407579
2007.10.22,0.005685541,-0.010564346
2007.10.23,0.006794594,0.008432754
2007.10.24,-0.000481453,-0.004924602
2007.10.25,-0.001154906,0.014443172
2007.10.26,0.008575826,0.012842384
2007.10.29,0.002638164,0.006687987
2007.10.30,-0.005471542,-0.007033325
2007.10.31,0.011182873,0.009356898
2007.11.1,-0.024459102,-0.020364854
2007.11.2,-0.000940173,-0.008462545
2007.11.5,-0.002287402,-0.01065281
2007.11.6,0.009875807,0.002087151
2007.11.7,-0.026640783,-0.013966012
2007.11.8,-0.000338978,-0.000501292
2007.11.9,-0.009509569,-0.01213875
2007.11.12,-0.010011007,0.005220374
2007.11.13,0.027171121,0.003858181
2007.11.14,-0.00867987,0.010895414
2007.11.15,-0.011571832,-0.011335597
2007.11.16,0.003880726,-0.010813651
2007.11.19,-0.016215056,-0.027459025
2007.11.20,0.003611431,0.01712157
2007.11.21,-0.012583105,-0.025307513
2007.11.23,0.016149697,0.017202093
2007.11.26,-0.023540744,-0.013116418
2007.11.27,0.013137033,-0.006460432
2007.11.28,0.024860255,0.026594534
2007.11.29,0.001572964,0.006779794
2007.11.30,0.006305537,0.013050195
2007.12.3,-0.004884751,-0.00716122
2007.12.4,-0.005827979,-0.011242619
2007.12.5,0.013416104,0.02788845
2007.12.6,0.015207868,-0.001263541
2007.12.7,-0.002615109,0.010628527
2007.12.10,0.007182916,0.001600573
2007.12.11,-0.026070747,-0.004350388
2007.12.12,-0.000665732,0.003497068
2007.12.13,0.003459326,-0.030271578
2007.12.14,-0.012348928,0.005140594
2007.12.17,-0.013157407,-0.01880953
2007.12.18,0.006246358,0.000238909
2007.12.19,-0.001169309,0.000827775
2007.12.20,0.002537254,0.009675375
2007.12.21,0.014432086,0.013850312
2007.12.24,0.00798394,0.007000509
2007.12.27,-0.012641015,0.002851178
2007.12.28,-0.00090592,-0.003221657
2007.12.31,-0.004681335,-0.003092674
2008.1.2,-0.014277479,-0.00624536
2008.1.3,-0.000269457,0.009723947
2008.1.4,-0.022678901,-0.020409349
2008.1.7,0.001491035,-0.00201826
2008.1.8,-0.018190744,0.003277607
2008.1.9,0.013488906,-0.013271027
2008.1.10,0.009585834,-0.008002988
2008.1.11,-0.013392947,-0.003332075
2008.1.14,0.009463883,0.002206529
2008.1.15,-0.022150482,-0.03106129
2008.1.16,-0.003061142,-0.01381983
2008.1.17,-0.030681422,-0.006838182
2008.1.18,-0.006551137,-0.000118603
2008.1.22,-0.001860154,0.028610488
2008.1.23,0.021284226,-0.023050697
2008.1.24,0.008870127,0.046416286
2008.1.25,-0.019874684,-0.001157959
2008.1.28,0.017328512,-0.013741971
2008.1.29,0.004679507,0.016498434
2008.1.30,-0.00471666,-0.008172364
2008.1.31,0.019462038,0.007254387
2008.2.1,0.012126954,0.025091584
2008.2.4,-0.010489254,-0.000497702
2008.2.5,-0.032127375,-0.026602769
2008.2.6,-0.009775278,0.001260283
2008.2.7,0.009695971,-0.026088811
2008.2.8,-0.004190144,0.010410153
2008.2.11,0.005398639,-0.013279344
2008.2.12,0.006179814,0.034829691
2008.2.13,0.01035913,-0.005072063
2008.2.14,-0.013600142,-0.000136061
2008.2.15,0.001831319,-0.015720009
2008.2.19,-0.005235459,0.003407902
2008.2.20,0.00859547,-0.012360513
2008.2.21,-0.014552487,0.006528123
2008.2.22,0.006591728,-0.007393843
2008.2.25,0.013984189,0.018674836
2008.2.26,0.006923258,0.014544929
2008.2.27,0.000775652,-0.001792189
2008.2.28,-0.007633402,-0.018402472
2008.2.29,-0.024820363,-0.013738613
2008.3.3,0.000668723,-0.011228104
2008.3.4,-0.00213076,-0.008786295
2008.3.5,0.004516445,0.014766385
2008.3.6,-0.021134545,-0.014991804
2008.3.7,-0.00628928,-0.011599338
2008.3.10,-0.015421906,-0.012499059
2008.3.11,0.03564856,0.010830973
2008.3.12,-0.009399666,0.015000107
2008.3.13,0.007799363,-0.014648699
2008.3.14,-0.021435509,-0.010720601
2008.3.17,-0.005164457,-0.039349279
2008.3.18,0.041096316,0.034739705
2008.3.19,-0.024759859,-0.010796956
2008.3.20,0.022700067,-0.009129837
2008.3.25,0.002901492,0.034677079
2008.3.26,-0.00840522,-0.005057502
2008.3.27,-0.010937433,0.010037086
2008.3.28,-0.008931875,-0.004311863
2008.3.31,0.005139061,0.001614744
2008.4.1,0.032466073,0.026051479
2008.4.2,-0.001775349,0.010757634
2008.4.3,0.002647168,-0.004166955
2008.4.4,0.000401423,0.009427019
2008.4.7,-0.000837512,0.011319393
2008.4.8,-0.003377567,-0.004098298
2008.4.9,-0.008095662,-0.001052271
2008.4.10,0.00381455,-0.003146709
2008.4.11,-0.0186938,-0.011736472
2008.4.14,-0.002916725,-0.010897943
2008.4.15,0.002032895,0.012829754
2008.4.16,0.020498695,0.023308816
2008.4.17,0.001605025,-0.01094252
2008.4.18,0.015460583,0.01264462
2008.4.21,0.00032422,-0.000578059
2008.4.22,-0.007594964,-0.003027874
2008.4.23,0.001109367,0.008070483
2008.4.24,0.005994226,-0.005422658
2008.4.25,0.007150785,0.006703973
2008.4.28,-0.001138019,-0.000164179
2008.4.29,-0.003351818,-0.000164206
2008.4.30,-0.004055018,-0.000344921
2008.5.1,0.016721254,0
2008.5.2,0.003358061,0.020841539
2008.5.6,0.00896651,-4.83E-05
2008.5.7,-0.017736741,0.007342012
2008.5.8,0.002428394,0.002283015
2008.5.9,-0.004757157,-0.010596869
2008.5.12,0.010154116,0.002559296
2008.5.13,-0.000968854,-0.001399558
2008.5.14,0.002139069,0.000659806
2008.5.15,0.010741894,0.005742809
2008.5.16,0.001024835,0.008362518
2008.5.19,0.000946734,0.011387417
2008.5.20,-0.007815706,-0.029425823
2008.5.21,-0.016650591,0.001049259
2008.5.22,0.002527666,-0.002665656
2008.5.23,-0.011755364,-0.015372504
2008.5.27,0.006793878,-0.004742389
2008.5.28,0.003096446,0.00183046
2008.5.29,0.005565212,-0.000247164
2008.5.30,0.001443507,-0.002408924
2008.6.2,-0.010016994,-0.007611283
2008.6.3,-0.006345736,0.008304856
2008.6.4,0.000682777,-0.014566512
2008.6.5,0.019105175,0.004212151
2008.6.6,-0.028530518,-0.014871599
2008.6.9,0.000683173,-0.004955714
2008.6.10,-0.000397436,-0.008594744
2008.6.11,-0.016044436,-0.018008209
2008.6.12,0.003057203,0.011673082
2008.6.13,0.01348731,0.002121916
2008.6.16,0.000948882,-0.00141411
2008.6.17,-0.007213378,0.011547334
2008.6.18,-0.008766894,-0.018074648
2008.6.19,0.004433306,-0.008460361
2008.6.20,-0.017368195,-0.015464772
2008.6.23,-0.001342043,0.008221166
2008.6.24,-0.002234451,-0.005751261
2008.6.25,0.005636254,0.005557143
2008.6.26,-0.025499181,-0.02644933
2008.6.27,-0.004074979,0.002118012
2008.6.30,0.001516775,0.017211203
2008.7.1,0.006417886,-0.026294083
2008.7.2,-0.019079304,-0.009829351
2008.7.3,-4.75E-05,0.009226968
2008.7.7,-0.008420818,0.018288002
2008.7.8,0.017311582,-0.013183553
2008.7.9,-0.02278828,0.016244512
2008.7.10,0.006515568,-0.02245806
2008.7.11,-0.007370972,-0.027222258
2008.7.14,-0.010777825,0.007347126
2008.7.15,-0.009763607,-0.024542164
2008.7.16,0.024968675,-0.004126913
2008.7.17,0.011178471,0.026005356
2008.7.18,0.001953234,0.016900437
2008.7.21,-0.001443402,0.005175928
2008.7.22,0.015722006,-0.007466325
2008.7.23,0.002592678,0.015868652
2008.7.24,-0.024199054,-0.016204272
2008.7.25,0.003384745,-0.001810563
2008.7.28,-0.018771643,-0.007501067
2008.7.29,0.021460429,0.001241559
2008.7.30,0.015490073,0.018902042
2008.7.31,-0.010978041,-0.001624726
2008.8.1,-0.007202381,-0.010625553
2008.8.4,-0.003404898,-0.006463783
2008.8.5,0.023633347,0.024930059
2008.8.6,0.004041697,0.005776665
2008.8.7,-0.016015511,-0.001568828
2008.8.8,0.023438116,0.002133733
2008.8.11,0.008385503,0.009536832
2008.8.12,-0.01171777,-0.00131813
2008.8.13,-0.002182974,-0.015642533
2008.8.14,0.008403802,0.008916558
2008.8.15,0.00335642,-0.007779298
2008.8.18,-0.015166741,-0.00084365
2008.8.19,-0.007832261,-0.024103817
2008.8.20,0.005665113,0.009614559
2008.8.21,0.005218174,-0.000297896
2008.8.22,0.011370701,0.024900604
2008.8.26,0.003529592,-0.006359177
2008.8.27,0.00812398,0.010437597
2008.8.28,0.013070564,0.013136684
2008.8.29,-0.010592038,0.006300186
2008.9.2,-0.007990968,0.003189739
2008.9.3,-0.001277635,-0.021762666
2008.9.4,-0.027881565,-0.025337856
2008.9.5,0.007352024,-0.022900612
2008.9.8,0.014531756,0.038481402
2008.9.9,-0.034884319,-0.005652801
2008.9.10,0.003691751,-0.009163655
2008.9.11,0.016149886,-0.008947517
2008.9.12,0.00466052,0.018314268
2008.9.15,-0.047659636,-0.040020782
2008.9.16,0.021059019,-0.034921142
2008.9.17,-0.045598228,-0.022782229
2008.9.18,0.041832304,-0.006617401
2008.9.19,0.034012005,0.084691407
2008.9.22,-0.039217845,-0.014221484
2008.9.23,-0.016186811,-0.019321105
2008.9.24,-0.002459301,-0.007916614
2008.9.25,0.017780657,0.019704114
2008.9.26,0.007279558,-0.021098444
2008.9.29,-0.088721891,-0.054458157
2008.9.30,0.046128153,0.017220345
2008.10.1,-0.002675006,0.011579813
2008.10.2,-0.040763121,-0.018169555
2008.10.3,-0.014387958,0.022334593
2008.10.6,-0.037758901,-0.081784413
2008.10.7,-0.059779314,0.003480383
2008.10.8,-0.004022601,-0.053178525
2008.10.9,-0.082751025,-0.012188389
2008.10.10,-0.003430421,-0.092645552
2008.10.13,0.09463766,0.079367562
2008.10.14,-0.01191261,0.031744294
2008.10.15,-0.091272495,-0.074286545
2008.10.16,0.039769029,-0.054969132
2008.10.17,-0.001848272,0.050891805
2008.10.20,0.043440687,0.052662035
2008.10.21,-0.026196957,-0.012452583
2008.10.22,-0.059407766,-0.045663629
2008.10.23,0.009993498,0.011539489
2008.10.24,-0.020824798,-0.051295869
2008.10.27,-0.029435737,-0.007962814
2008.10.28,0.102457328,0.01897473
2008.10.29,-0.010077107,0.077429743
2008.10.30,0.015537923,0.011506906
2008.10.31,0.016276259,0.019772472
2008.11.3,-0.002449652,0.014965248
2008.11.4,0.034843135,0.043209258
2008.11.5,-0.050220057,-0.023730149
2008.11.6,-0.051182776,-0.058700723
2008.11.7,0.025621088,0.021442459
2008.11.10,-0.018901832,0.008872323
2008.11.11,-0.02004362,-0.036348301
2008.11.12,-0.047084638,-0.01535261
2008.11.13,0.065949239,-0.00306543
2008.11.14,-0.034959823,0.015186791
2008.11.17,-0.026080667,-0.024101009
2008.11.18,0.007923101,0.018296337
2008.11.19,-0.063000759,-0.049387943
2008.11.20,-0.06860118,-0.033172684
2008.11.21,0.056819513,-0.024557138
2008.11.24,0.061252893,0.09384244
2008.11.25,0.00466452,0.004396773
2008.11.26,0.03996901,-0.004469013
2008.11.28,0.010487273,0.014540842
2008.12.1,-0.084986769,-0.053283687
2008.12.2,0.037046384,0.014020063
2008.12.3,0.031664976,0.011359237
2008.12.4,-0.028608866,-0.001535951
2008.12.5,0.036784153,-0.027811363
2008.12.8,0.030118154,0.060069556
2008.12.9,-0.019843004,0.018707206
2008.12.10,0.007893265,-0.003200515
2008.12.11,-0.027948589,0.004888086
2008.12.12,0.009066473,-0.024986592
2008.12.15,-0.014288897,-0.000654359
2008.12.16,0.046682726,0.007336961
2008.12.17,-0.00412672,0.003498087
2008.12.18,-0.023113252,0.00150204
2008.12.19,0.001036713,-0.010165331
2008.12.22,-0.017705414,-0.008833131
2008.12.23,-0.01283493,0.001599022
2008.12.24,0.004942216,-0.009300636
2008.12.29,-0.003387323,0.024087388
2008.12.30,0.022780649,0.016827568
2008.12.31,0.014115206,0.009403144
2009.1.2,0.03140672,0.028370066
2009.1.5,-0.00185283,0.003894376
2009.1.6,0.003783762,0.012865611
2009.1.7,-0.022682397,-0.028734593
2009.1.8,0.004406604,-0.000465999
2009.1.9,-0.02173105,-0.012709717
2009.1.12,-0.022878782,-0.005025533
2009.1.13,0.002296766,-0.006141454
2009.1.14,-0.028845792,-0.050945198
2009.1.15,0.002076253,-0.014334659
2009.1.16,0.006691988,0.006289177
2009.1.20,-0.053697198,-0.004170789
2009.1.21,0.040648944,-0.007728867
2009.1.22,-0.014683213,-0.001898399
2009.1.23,0.01183732,7.40E-05
2009.1.26,0.004876977,0.037891115
2009.1.27,0.009994082,-0.003474788
2009.1.28,0.032983185,0.023747818
2009.1.29,-0.027714241,-0.02477352
2009.1.30,-0.023703378,-0.009712656
2009.2.2,0.002851027,-0.017454317
2009.2.3,0.015407107,0.021038593
2009.2.4,-0.006634755,0.015274749
2009.2.5,0.016810124,7.09E-05
2009.2.6,0.026256983,0.014787613
2009.2.9,0.001898593,0.003651379
2009.2.10,-0.046890877,-0.022182186
2009.2.11,0.007621263,0.005019306
2009.2.12,0.006341983,-0.007609828
2009.2.13,-0.008562243,-0.003002934
2009.2.17,-0.03662602,-0.024655731
2009.2.18,-0.003342875,-0.006790311
2009.2.19,-0.011449849,0.002890896
2009.2.20,-0.007529533,-0.032706045
2009.2.23,-0.03946232,-0.009922818
2009.2.24,0.03749212,-0.00894738
2009.2.25,-0.007476232,0.008505804
2009.2.26,-0.017029366,0.0171552
2009.2.27,-0.019986928,-0.022077662
2009.3.2,-0.040204241,-0.054815959
2009.3.3,-0.011579475,-0.031860804
2009.3.4,0.020220743,0.037389099
2009.3.5,-0.036989592,-0.032333707
2009.3.6,-0.000965322,0.00022661
2009.3.9,-0.006233029,0.003308312
2009.3.10,0.057662088,0.047628049
2009.3.11,0.002456714,-0.005776774
2009.3.12,0.040572827,0.004942016
2009.3.13,0.006072195,0.011144266
2009.3.16,-0.006544483,0.028960896
2009.3.17,0.03164755,-0.001787311
2009.3.18,0.023358763,-0.013599614
2009.3.19,-0.017548302,0.003122584
2009.3.20,-0.020655932,0.006788715
2009.3.23,0.063472967,0.028196899
2009.3.24,-0.017803165,-0.010503256
2009.3.25,0.008724734,-0.002867459
2009.3.26,0.022831487,0.006363832
2009.3.27,-0.015493251,-0.006722843
2009.3.30,-0.026983975,-0.035504525
2009.3.31,0.008799427,0.04245663
2009.4.1,0.021799738,0.00748573
2009.4.2,0.024077674,0.041933723
2009.4.3,0.008786261,-0.023374088
2009.4.6,-0.005097819,-0.009023892
2009.4.7,-0.022514545,-0.015901395
2009.4.8,0.010232013,-0.001272913
2009.4.9,0.032354455,0.014717304
2009.4.14,-0.018111872,0.001329537
2009.4.15,0.014921944,-0.005177582
2009.4.16,0.012512955,0.021094357
2009.4.17,0.005095758,0.009771985
2009.4.20,-0.042201645,-0.025212563
2009.4.21,0.022399871,-0.000852301
2009.4.22,-0.004388436,0.01077559
2009.4.23,0.008605804,-0.003106017
2009.4.24,0.01432466,0.033719032
2009.4.27,-0.006173254,0.002643279
2009.4.28,0.000795489,-0.017087813
2009.4.29,0.019405517,0.022496725
2009.4.30,-0.004321488,0.012830266
2009.5.1,0.005462059,-0.000117829
2009.5.5,-0.002541578,0.021842106
2009.5.6,0.017088621,0.013648963
2009.5.7,-0.013344697,0.000500273
2009.5.8,0.021978189,0.014310465
2009.5.11,-0.015009314,-0.005979158
2009.5.12,-0.002386098,-0.002257083
2009.5.13,-0.024010274,-0.021492451
2009.5.14,0.009936446,0.007177395
2009.5.15,-0.011128497,-0.003329242
2009.5.18,0.026329913,0.022378302
2009.5.19,-0.001694356,0.008019038
2009.5.20,-0.00568406,-0.003105905
2009.5.21,-0.013518026,-0.027889576
2009.5.22,-0.001892233,0.004546089
2009.5.26,0.025962189,0.010573187
2009.5.27,-0.018735885,0.001019495
2009.5.28,0.015413214,-0.006520009
2009.5.29,0.01327395,0.006904881
2009.6.1,0.02101753,0.019789756
2009.6.2,0.001981342,-0.006501047
2009.6.3,-0.011471259,-0.0211285
2009.6.4,0.010635051,0.000798148
2009.6.5,-0.005918056,0.011716184
2009.6.8,0.00108669,-0.00755335
2009.6.9,0.0022095,-9.08E-05
2009.6.10,-0.003804711,0.00723854
