³¯Â¥,S&P 500,DAX
2006.3.6,-0.006992845,0.00208592
2006.3.7,-0.001863642,0.001175053
2006.3.8,0.002027914,-0.012614519
2006.3.9,-0.004892784,0.003705249
2006.3.10,0.007197572,0.015559045
2006.3.13,0.001987755,0.005895922
2006.3.14,0.010342475,0.005028908
2006.3.15,0.004260726,0.002202992
2006.3.16,0.001771235,-0.001441873
2006.3.17,0.001469812,-0.004068295
2006.3.20,-0.001661353,0.00118828
2006.3.21,-0.00603312,0.001865789
2006.3.22,0.00600247,0.008331548
2006.3.23,-0.002585636,0.000896635
2006.3.24,0.000982869,0.002814875
2006.3.27,-0.001028965,-0.010078836
2006.3.28,-0.006458995,-0.004069371
2006.3.29,0.007441909,0.003643281
2006.3.30,-0.00202832,0.006827854
2006.3.31,-0.00414625,-0.000326575
2006.4.3,-0.00389897,0.00582198
2006.4.4,0.006237202,-0.000252718
2006.4.5,0.004301838,0.002542538
2006.4.6,-0.001923224,-0.000381266
2006.4.7,-0.010397323,-0.012588168
2006.4.10,0.000856439,0.00875326
2006.4.11,-0.007765691,-0.015390888
2006.4.12,0.001204029,-0.001127938
2006.4.13,0.000776024,0.001479492
2006.4.18,0.016933148,-0.002120551
2006.4.19,0.001742068,0.009782821
2006.4.20,0.00116732,0.010438107
2006.4.21,-0.000137261,0.003927469
2006.4.24,-0.002420412,0.003351506
2006.4.25,-0.004881516,-0.00098655
2006.4.26,0.002815337,0.002836779
2006.4.27,0.003296206,-0.006003952
2006.4.28,0.000679304,-0.008550849
2006.5.2,0.006125898,0.006118204
2006.5.3,-0.00388353,-0.014252212
2006.5.4,0.003358654,0.009788918
2006.5.5,0.010242659,0.010530792
2006.5.8,-0.000830057,0.000166463
2006.5.9,0.000362291,0.002071935
2006.5.10,-0.001299378,-0.000119306
2006.5.11,-0.012714405,-0.011052341
2006.5.12,-0.011274146,-0.018772104
2006.5.15,0.002560246,-0.006122557
2006.5.16,-0.001871197,-0.001482175
2006.5.17,-0.016713568,-0.038351319
2006.5.18,-0.006666533,-0.001109501
2006.5.19,0.004128381,0.002801738
2006.5.22,-0.003922349,-0.019216508
2006.5.23,-0.004351562,0.02165935
2006.5.24,0.001598327,-0.008928686
2006.5.25,0.01143303,0.018526484
2006.5.26,0.005836585,0.010309755
2006.5.30,-0.015882786,-0.022289802
2006.5.31,0.008468228,0.019552767
2006.6.1,0.012254825,0.005280589
2006.6.2,0.001950326,-0.008122309
2006.6.5,-0.017913499,-0.011386242
2006.6.6,-0.001091306,-0.010902029
2006.6.7,-0.005921216,0.006086382
2006.6.8,0.001471753,-0.017571818
2006.6.9,-0.004485652,0.005373042
2006.6.12,-0.011913175,-0.011577503
2006.6.13,-0.010074198,-0.008568401
2006.6.14,0.005200321,0.001389962
2006.6.15,0.021037149,0.017064035
2006.6.16,-0.003684655,-0.014465159
2006.6.19,-0.00915858,0.009309214
2006.6.20,0,0.015660033
2006.6.21,0.009718047,0.00079255
2006.6.22,-0.005061031,-0.002699924
2006.6.23,-0.00087547,-0.001209091
2006.6.26,0.004857608,-0.005084403
2006.6.27,-0.009117444,-0.014298793
2006.6.28,0.005641889,0.002697487
2006.6.29,0.021383928,0.018315398
2006.6.30,-0.002091969,0.011609702
2006.7.3,0.007944361,0.004331324
2006.7.5,-0.00716596,-0.013184109
2006.7.6,0.00275086,0.010626061
2006.7.7,-0.006772853,0.000295722
2006.7.10,0.001484523,0.004955902
2006.7.11,0.004071369,-0.011069129
2006.7.12,-0.01089703,-0.000565662
2006.7.13,-0.0130357,-0.014697986
2006.7.14,-0.004914292,-0.014669948
2006.7.17,-0.001384229,-0.00370738
2006.7.18,0.001926081,-0.001079677
2006.7.19,0.018482031,0.02268422
2006.7.20,-0.008513607,-0.002494263
2006.7.21,-0.00709408,-0.015680821
2006.7.24,0.01652071,0.021368485
2006.7.25,0.006300939,-0.003816087
2006.7.26,-0.000370477,0.001699425
2006.7.27,-0.003950388,0.007803732
2006.7.28,0.012118022,0.011369427
2006.7.31,-0.001463688,-0.003967851
2006.8.1,-0.005969933,-0.014416534
2006.8.2,0.005243052,0.010276499
2006.8.3,0.001602508,-0.008520291
2006.8.4,-0.000703229,0.011714274
2006.8.7,-0.002770952,-0.010394246
2006.8.8,-0.003289954,-0.001138787
2006.8.9,-0.00408344,0.006883413
2006.8.10,0.004799952,-0.005626165
2006.8.11,-0.003860735,-0.003628564
2006.8.14,0.001215048,0.00544876
2006.8.15,0.013619291,0.017361799
2006.8.16,0.007873873,0.005905993
2006.8.17,0.001627553,0.002402812
2006.8.18,0.00370801,-0.001945838
2006.8.21,-0.003677182,-0.001694903
2006.8.22,0.00100141,0.000378182
2006.8.23,-0.004429498,-0.007546503
2006.8.24,0.002386995,0.007011008
2006.8.25,-0.000640677,-0.000493729
2006.8.28,0.005152368,0.007994308
2006.8.29,0.002079936,-0.001278467
2006.8.30,0.00128015,0.000719471
2006.8.31,-0.000329746,-0.003579174
2006.9.1,0.005514755,0.002605262
2006.9.5,0.001760544,-0.003452524
2006.9.6,-0.009780815,-0.012034514
2006.9.7,-0.004772138,-0.003271559
2006.9.8,0.003779498,0.002181746
2006.9.11,0.000523399,0.004173596
2006.9.12,0.010311935,0.011997421
2006.9.13,0.00405199,0.0029929
2006.9.14,-0.00130586,-0.001032076
2006.9.15,0.002564551,0.004384906
2006.9.18,0.001007183,-0.001042261
2006.9.19,-0.00267545,-0.007718549
2006.9.20,0.005220443,0.013067043
2006.9.21,-0.00519124,0.002177803
2006.9.22,-0.002468846,-0.007921534
2006.9.25,0.008776536,0.000467774
2006.9.26,0.007511208,0.004064869
2006.9.27,0.000351703,0.001423452
2006.9.28,0.001734295,0.000758324
2006.9.29,-0.002467291,0.000988109
2006.10.2,-0.003374404,-0.003308154
2006.10.3,0.002093472,0.000914938
2006.10.4,0.012213221,0.008325486
2006.10.5,0.002500871,0.001617694
2006.10.6,-0.002686095,0.003148323
2006.10.9,0.000799929,0.003213362
2006.10.10,0.002070976,0.003850344
2006.10.11,-0.002463721,0.001378525
2006.10.12,0.009503273,0.00778474
2006.10.13,0.002052456,0.000627051
2006.10.16,0.002523158,0.0013231
2006.10.17,-0.003658853,-0.008940957
2006.10.18,0.001370099,0.007956809
2006.10.19,0.000739139,0.001526072
2006.10.20,0.001213654,0.002117407
2006.10.23,0.006148038,0.004245807
2006.10.24,0.0002614,0.001693304
2006.10.25,0.003522279,0.003429701
2006.10.26,0.00495799,0.000767298
2006.10.27,-0.008350764,-0.004146256
2006.10.30,0.000457312,0.004376641
2006.10.31,7.26E-06,0.004042347
2006.11.1,-0.007248071,0.004650093
2006.11.2,-7.31E-05,-0.007944793
2006.11.3,-0.002203829,0.001279429
2006.11.6,0.011304579,0.012834253
2006.11.7,0.002237032,0.004374561
2006.11.8,0.002326406,0.001315979
2006.11.9,-0.005137939,-0.000353784
2006.11.10,0.001862839,0.001270119
2006.11.13,0.002777579,0.006760653
2006.11.14,0.006379676,-0.001078108
2006.11.15,0.002624147,0.004165163
2006.11.16,0.002310205,0.0021006
2006.11.17,0.001028219,-0.004018514
2006.11.20,-0.000478286,0.009068744
2006.11.21,0.001698036,0.001522739
2006.11.22,0.002420981,0.000128171
2006.11.24,-0.00355554,-0.008214814
2006.11.27,-0.013647797,-0.016115435
2006.11.28,0.003691761,-0.001277504
2006.11.29,0.009599476,0.010010973
2006.11.30,0.000828542,-0.008921614
2006.12.1,-0.002802664,-0.01290283
2006.12.4,0.008874564,0.005786155
2006.12.5,0.004008703,0.011416287
2006.12.6,-0.001061083,0.000189986
2006.12.7,-0.00395015,0.008646307
2006.12.8,0.001824565,0.004884792
2006.12.11,0.002288468,0.003043539
2006.12.12,-0.001019628,0.001481911
2006.12.13,0.001338276,0.006420116
2006.12.14,0.008687283,0.003327887
2006.12.15,0.001128807,0.002443477
2006.12.18,-0.003228571,0.001365136
2006.12.19,0.002198058,-0.002965001
2006.12.20,-0.001389942,0.001206148
2006.12.21,-0.003448886,8.98E-05
2006.12.22,-0.005189381,-0.010531557
2006.12.27,0.007181397,0.012618507
2006.12.28,-0.001430826,-0.000604795
2006.12.29,-0.004509313,-0.00316767
2007.1.3,-0.00100895,0.001509062
2007.1.4,0.001227539,0.001823548
2007.1.5,-0.006103164,-0.010382598
2007.1.8,0.002537119,0.000611605
2007.1.9,-0.000516823,-0.00164808
2007.1.10,0.004356225,-0.001856174
2007.1.11,0.00632695,0.014544572
2007.1.12,0.004841403,0.002200724
2007.1.16,0.00081743,-0.002826211
2007.1.17,-0.000803524,-0.00223127
2007.1.18,-0.002954191,-0.004693272
2007.1.19,0.0029053,0.01018333
2007.1.22,-0.00527088,-0.009883244
2007.1.23,0.00353568,-0.002079009
2007.1.24,0.008486535,0.008291085
2007.1.25,-0.011326858,-0.003543045
2007.1.26,-0.00120868,7.47E-06
2007.1.29,-0.000992032,0.003508969
2007.1.30,0.005762572,0.01010654
2007.1.31,0.006690201,0.002400838
2007.2.1,0.005575913,0.004383961
2007.2.2,0.001692966,0.004656645
2007.2.5,-0.000925632,-0.000670412
2007.2.6,0.000704668,-0.00090132
2007.2.7,0.001801597,0.004282128
2007.2.8,-0.0011593,-0.005005823
2007.2.9,-0.007060948,0.002964841
2007.2.12,-0.003224944,-0.004738408
2007.2.13,0.007673419,0.003873873
2007.2.14,0.007857353,0.007008953
2007.2.15,0.001140126,6.90E-05
2007.2.16,-0.00084469,0.000195504
2007.2.20,0.002847138,0.000628875
2007.2.21,-0.001350596,-0.00825206
2007.2.22,-0.000624642,0.002061279
2007.2.23,-0.003460128,0.00093142
2007.2.26,-0.001151561,0.00506003
2007.2.27,-0.035259894,-0.024434895
2007.2.28,0.005831502,-0.001928021
2007.3.1,-0.002583659,-0.011084026
2007.3.2,-0.011461135,-0.009087326
2007.3.5,-0.00940892,0.00362117
2007.3.6,0.015418418,0.005490405
2007.3.7,-0.002188742,0.001792244
2007.3.8,0.007165975,0.010393107
2007.3.9,0.000677427,0.001500413
2007.3.12,0.002705206,-0.00179721
2007.3.13,-0.020315477,-0.013846945
2007.3.14,0.00673413,-0.018370175
2007.3.15,0.003720245,0.013702196
2007.3.16,-0.003835599,0.002294469
2007.3.19,0.010835492,0.00731903
2007.3.20,0.00632783,0.003979377
2007.3.21,0.01695075,0.00235824
2007.3.22,-0.000348483,0.016791892
2007.3.23,0.001093829,0.005823512
2007.3.26,0.000967424,-0.010272414
2007.3.27,-0.006196594,0.002923343
2007.3.28,-0.00781567,-0.002028193
2007.3.29,0.003775051,0.009174811
2007.3.30,-0.001167625,0.001902914
2007.4.2,0.002614766,0.003760755
2007.4.3,0.0094339,0.01432382
2007.4.4,0.001126126,0.00019793
2007.4.5,0.00334409,0.003572617
2007.4.10,0.002633973,0.008998501
2007.4.11,-0.006484038,-0.002132544
2007.4.12,0.00618708,-0.001102578
2007.4.13,0.003481982,0.008099747
2007.4.16,0.010605439,0.014965489
2007.4.17,0.002047655,0.002906723
2007.4.18,0.000699735,-0.008056889
2007.4.19,-0.001189178,0.00514942
2007.4.20,0.009245288,0.011671461
2007.4.23,-0.002293223,-0.001687594
2007.4.24,-0.000351192,-0.009821874
2007.4.25,0.010175845,0.007012058
2007.4.26,-0.000682384,0.00250482
2007.4.27,-9.37E-05,-0.000799342
2007.4.30,-0.007861781,0.005363351
2007.5.2,0.006565977,0.003493252
2007.5.3,0.004556455,0.000608743
2007.5.4,0.002174225,0.005346351
2007.5.7,0.002593657,0.000231235
2007.5.8,-0.001087144,-0.00973585
2007.5.9,0.003483563,0.000540543
2007.5.10,-0.013889297,-0.008341008
2007.5.11,0.009595312,0.012449929
2007.5.14,-0.001734848,-0.006066331
2007.5.15,-0.001278168,0.009732297
2007.5.16,0.008882638,-0.000291353
2007.5.17,-0.000832573,-0.000349296
2007.5.18,0.006595335,0.014427525
2007.5.21,0.001542071,0.000691903
2007.5.22,-0.000642787,0.0046784
2007.5.23,-0.0011883,0.009198211
2007.5.24,-0.009631677,-0.002439412
2007.5.25,0.005444521,0.008597166
2007.5.29,0.001687731,0.002854589
2007.5.30,0.008287911,0.002968999
2007.5.31,0.000280971,0.01175338
2007.6.1,0.003730082,0.012173423
2007.6.4,0.001885897,0.000389957
2007.6.5,-0.005322367,-0.008459251
2007.6.6,-0.008655052,-0.023860385
2007.6.7,-0.017712758,-0.017147936
2007.6.8,0.011312896,0.00191079
2007.6.11,0.000981185,0.010798941
2007.6.12,-0.010739181,-0.001995855
2007.6.13,0.015304522,0.003674348
2007.6.14,0.004864172,0.012303438
2007.6.15,0.006505514,0.021322415
2007.6.18,-0.001207592,-0.001070839
2007.6.19,0.001748937,-0.001377028
2007.6.20,-0.013681397,0.003009286
2007.6.21,0.006386176,-0.0107323
2007.6.22,-0.012979767,-0.003469607
2007.6.25,-0.003213015,0.004258412
2007.6.26,-0.003203405,-0.002778395
2007.6.27,0.009149902,-0.002447897
2007.6.28,-0.000405042,0.009375544
2007.6.29,-0.001561955,0.007541491
2007.7.2,0.009768305,-0.001385025
2007.7.3,0.003777941,0.008159218
2007.7.5,0.000354068,-0.014265872
2007.7.6,0.003587096,0.00763313
2007.7.9,0.000927414,2.60E-05
2007.7.10,-0.014287037,-0.014579147
2007.7.11,0.00583092,-0.0029948
2007.7.12,0.018888914,0.016484684
2007.7.13,0.003109499,0.000396729
2007.7.16,-0.001921329,0.000513351
2007.7.17,-9.68E-05,-0.006423546
2007.7.18,-0.001957763,-0.011826752
2007.7.19,0.004485021,0.007182345
2007.7.20,-0.012366991,-0.014122302
2007.7.23,0.004883562,0.008078656
2007.7.24,-0.020003222,-0.013937636
2007.7.25,0.004661428,-0.007173383
2007.7.26,-0.023615194,-0.026203291
2007.7.27,-0.01597238,0.001957178
2007.7.30,0.010215443,-0.00058993
2007.7.31,-0.012720498,0.010095434
2007.8.1,0.007278386,0.000210086
2007.8.2,0.004588694,0.002022184
2007.8.3,-0.026932277,-0.015235032
2007.8.6,0.023878047,0.007221981
2007.8.7,0.006174599,0.00430944
2007.8.8,0.014305607,0.008843953
2007.8.9,-0.029911053,-0.016569352
2007.8.10,0.000378432,-0.004165209
2007.8.13,-0.000344075,0.012676455
2007.8.14,-0.018288979,-0.002210329
2007.8.15,-0.01373197,0.00733556
2007.8.16,0.003286126,-0.012332055
2007.8.17,0.024276707,0.018696966
2007.8.20,-0.000269757,0.000956241
2007.8.21,0.001085502,-0.000373007
2007.8.22,0.011707049,0.009574412
2007.8.23,-0.001059268,-0.006495136
2007.8.24,0.011578429,0.002193614
2007.8.27,-0.008533222,-0.005275939
2007.8.28,-0.023705182,-0.006272145
2007.8.29,0.021929416,0.007568378
2007.8.30,-0.004128291,0.006736791
2007.8.31,0.011174901,0.011001396
2007.9.4,0.010434126,0.011246975
2007.9.5,-0.011124547,-0.01474702
2007.9.6,0.004419477,0.000443568
2007.9.7,-0.017053038,-0.023429015
2007.9.10,-0.001239158,-0.008404755
2007.9.11,0.013547098,0.006544654
2007.9.12,0.000312642,0.001916732
2007.9.13,0.00844555,0.010208553
2007.9.14,0.000202143,-0.002248815
2007.9.17,-0.005126848,-0.002302207
2007.9.18,0.028803123,0.015320298
2007.9.19,0.0060877,0.015830031
2007.9.20,-0.006523531,0.000816096
2007.9.21,0.004598464,0.009210371
2007.9.24,-0.005270295,0.001377439
2007.9.25,0.000573585,0.001838372
2007.9.26,0.004467754,0.000872994
2007.9.27,0.002654724,0.001193767
2007.9.28,-0.0028777,0.00134543
2007.10.1,0.012848505,0.009018865
2007.10.2,-0.000213344,0.001204986
2007.10.3,-0.004025428,0.000367118
2007.10.4,0.001900901,0.000546405
2007.10.5,0.008866936,0.006007628
2007.10.8,-0.002528072,-0.004303294
2007.10.9,0.007677224,0.0006982
2007.10.10,-0.001605142,7.39E-05
2007.10.11,-0.006610842,0.005994011
2007.10.12,0.004099826,0.005695648
2007.10.15,-0.008704763,-0.008786216
2007.10.16,-0.006013614,0.002076844
2007.10.17,-0.002074098,0.005132485
2007.10.18,0.000513092,-0.009589794
2007.10.19,-0.025897396,-0.001446167
2007.10.22,0.005685541,-0.003117673
2007.10.23,0.006794594,0.002540587
2007.10.24,-0.000481453,-0.001680802
2007.10.25,-0.001154906,0.008842068
2007.10.26,0.008575826,0.000607795
2007.10.29,0.002638164,0.002533899
2007.10.30,-0.005471542,-0.003334894
2007.10.31,0.011182873,0.005527004
2007.11.1,-0.024459102,-0.01805238
2007.11.2,-0.000940173,0.000328738
2007.11.5,-0.002287402,0.002136112
2007.11.6,0.009875807,0.000507335
2007.11.7,-0.026640783,-0.005043915
2007.11.8,-0.000338978,0.006145861
2007.11.9,-0.009509569,-0.002265621
2007.11.12,-0.010011007,0.003380954
2007.11.13,0.027171121,-0.000496176
2007.11.14,-0.00867987,-0.004910123
2007.11.15,-0.011571832,-0.014859642
2007.11.16,0.003880726,-0.003067964
2007.11.19,-0.016215056,-0.012728865
2007.11.20,0.003611431,0.010534554
2007.11.21,-0.012583105,-0.006818564
2007.11.23,0.016149697,0.005792831
2007.11.26,-0.023540744,-0.009828173
2007.11.27,0.013137033,-0.000822887
2007.11.28,0.024860255,0.022441489
2007.11.29,0.001572964,0.001274444
2007.11.30,0.006305537,0.012539991
2007.12.3,-0.004884751,-0.002819712
2007.12.4,-0.005827979,-0.004208095
2007.12.5,0.013416104,0.011880581
2007.12.6,0.015207868,-0.00221401
2007.12.7,-0.002615109,0.003862809
2007.12.10,0.007182916,0.007579666
2007.12.11,-0.026070747,-0.005099704
2007.12.12,-0.000665732,0.013361329
2007.12.13,0.003459326,-0.01080876
2007.12.14,-0.012348928,-8.05E-05
2007.12.17,-0.013157407,-0.007476987
2007.12.18,0.006246358,0.005064556
2007.12.19,-0.001169309,-0.003567554
2007.12.20,0.002537254,0.003428077
2007.12.21,0.014432086,0.011220238
2007.12.27,-0.012641015,-1.62E-05
2007.12.28,-0.00090592,0.007019467
2008.1.2,-0.014277479,-0.012111372
2008.1.3,-0.000269457,-0.004177943
2008.1.4,-0.022678901,-0.013336737
2008.1.7,0.001491035,0.000812645
2008.1.8,-0.018190744,0.000699609
2008.1.9,0.013488906,-0.007236009
2008.1.10,0.009585834,-0.011090739
2008.1.11,-0.013392947,6.48E-05
2008.1.14,0.009463883,0.00511912
2008.1.15,-0.022150482,-0.019399888
2008.1.16,-0.003061142,-0.008650078
2008.1.17,-0.030681422,-0.012242769
2008.1.18,-0.006551137,-0.014035251
2008.1.22,-0.001860154,0.026658545
2008.1.23,0.021284226,-0.056252009
2008.1.24,0.008870127,0.040534508
2008.1.25,-0.019874684,-0.009841769
2008.1.28,0.017328512,0.010253522
2008.1.29,0.004679507,0.008502655
2008.1.30,-0.00471666,-0.001681409
2008.1.31,0.019462038,-0.000748434
2008.2.1,0.012126954,0.010455304
2008.2.4,-0.010489254,-0.00258932
2008.2.5,-0.032127375,-0.033930917
2008.2.6,-0.009775278,0.017824187
2008.2.7,0.009695971,-0.01406076
2008.2.8,-0.004190144,-0.001514971
2008.2.11,0.005398639,0.002906256
2008.2.12,0.006179814,0.02534342
2008.2.13,0.01035913,0.008562914
2008.2.14,-0.013600142,-0.008906996
2008.2.15,0.001831319,-0.019468438
2008.2.19,-0.005235459,0.007829448
2008.2.20,0.00859547,-0.004820471
2008.2.21,-0.014552487,-0.003396183
2008.2.22,0.006591728,-0.012149877
2008.2.25,0.013984189,0.004607726
2008.2.26,0.006923258,0.01145099
2008.2.27,0.000775652,-0.001405158
2008.2.28,-0.007633402,-0.017750399
2008.2.29,-0.024820363,-0.014676606
2008.3.3,0.000668723,-0.000452816
2008.3.4,-0.00213076,-0.022314352
2008.3.5,0.004516445,0.015137083
2008.3.6,-0.021134545,-0.012578137
2008.3.7,-0.00628928,-0.005596844
2008.3.10,-0.015421906,-0.006034719
2008.3.11,0.03564856,0.009554169
2008.3.12,-0.009399666,0.003772618
2008.3.13,0.007799363,-0.004460422
2008.3.14,-0.021435509,-0.007453669
2008.3.17,-0.005164457,-0.02848265
2008.3.18,0.041096316,0.024664342
2008.3.19,-0.024759859,-0.010636152
2008.3.20,0.022700067,-0.001750053
2008.3.25,0.002901492,0.012532397
2008.3.26,-0.00840522,-0.002949757
2008.3.27,-0.010937433,0.014090778
2008.3.28,-0.008931875,-0.004154531
2008.3.31,0.005139061,0.000743968
2008.4.1,0.032466073,0.030413203
2008.4.2,-0.001775349,0.004169544
2008.4.3,0.002647168,-0.006900188
2008.4.4,0.000401423,0.00140857
2008.4.7,-0.000837512,0.002712945
2008.4.8,-0.003377567,-0.003400895
2008.4.9,-0.008095662,-0.004471225
2008.4.10,0.00381455,-0.001843379
2008.4.11,-0.0186938,-0.020327844
2008.4.14,-0.002916725,-0.001129884
2008.4.15,0.002032895,0.000596985
2008.4.16,0.020498695,0.011739815
2008.4.17,0.001605025,-0.005294402
2008.4.18,0.015460583,0.020679752
2008.4.21,0.00032422,-0.00794443
2008.4.22,-0.007594964,-0.00506126
2008.4.23,0.001109367,0.008183468
2008.4.24,0.005994226,0.006528804
2008.4.25,0.007150785,0.005949589
2008.4.28,-0.001138019,0.001579511
2008.4.29,-0.003351818,-0.002912097
2008.4.30,-0.004055018,0.008760607
2008.5.2,0.003358061,0.00872287
2008.5.5,-0.005561809,0.002142087
2008.5.6,0.00896651,-0.003776474
2008.5.7,-0.017736741,0.005016625
2008.5.8,0.002428394,0.004857719
2008.5.9,-0.004757157,-0.005357476
2008.5.12,0.010154116,0.002085759
2008.5.13,-0.000968854,-0.000341292
2008.5.14,0.002139069,0.000214614
2008.5.15,0.010741894,0.001261908
2008.5.16,0.001024835,0.007392538
2008.5.19,0.000946734,0.006793074
2008.5.20,-0.007815706,-0.009725678
2008.5.21,-0.016650591,-0.01245473
2008.5.22,0.002527666,0.007683969
2008.5.23,-0.011755364,-0.016208537
2008.5.27,0.006793878,-0.001061423
2008.5.28,0.003096446,0.007585021
2008.5.29,0.005565212,-9.78E-05
2008.5.30,0.001443507,0.00437774
2008.6.2,-0.010016994,-0.012749447
2008.6.3,-0.006345736,0.004599449
2008.6.4,0.000682777,-0.004048971
2008.6.5,0.019105175,-0.003290541
2008.6.6,-0.028530518,-0.023571342
2008.6.9,0.000683173,0.003741053
2008.6.10,-0.000397436,-0.002681342
2008.6.11,-0.016044436,-0.019598398
2008.6.12,0.003057203,0.010016458
2008.6.13,0.01348731,0.009478181
2008.6.16,0.000948882,-0.006450293
2008.6.17,-0.007213378,0.007778669
2008.6.18,-0.008766894,-0.009800368
2008.6.19,0.004433306,0.002525068
2008.6.20,-0.017368195,-0.022854771
2008.6.23,-0.001342043,0.000399202
2008.6.24,-0.002234451,-0.007924382
2008.6.25,0.005636254,0.01005058
2008.6.26,-0.025499181,-0.017182329
2008.6.27,-0.004074979,-0.004215701
2008.6.30,0.001516775,-0.000786501
2008.7.1,0.006417886,-0.012295966
2008.7.2,-0.019079304,-0.002246334
2008.7.3,-4.75E-05,0.014387506
2008.7.7,-0.008420818,0.013130428
2008.7.8,0.017311582,-0.001546926
2008.7.9,-0.02278828,0.008770889
2008.7.10,0.006515568,-0.005319687
2008.7.11,-0.007370972,-0.025174094
2008.7.14,-0.010777825,0.002519198
2008.7.15,-0.009763607,-0.011962626
2008.7.16,0.024968675,0.008934466
2008.7.17,0.011178471,0.015134837
2008.7.18,0.001953234,0.019166793
2008.7.21,-0.001443402,0.006777951
2008.7.22,0.015722006,0.007435859
2008.7.23,0.002592678,0.007685411
2008.7.24,-0.024199054,-0.016242916
2008.7.25,0.003384745,0.003891534
2008.7.28,-0.018771643,-0.012083552
2008.7.29,0.021460429,0.015103801
2008.7.30,0.015490073,0.008408159
2008.7.31,-0.010978041,0.00180731
2008.8.1,-0.007202381,-0.01004094
2008.8.4,-0.003404898,-0.008388591
2008.8.5,0.023633347,0.02521279
2008.8.6,0.004041697,0.00455819
2008.8.7,-0.016015511,8.10E-05
2008.8.8,0.023438116,0.003681148
2008.8.11,0.008385503,0.005934699
2008.8.12,-0.01171777,-0.002400747
2008.8.13,-0.002182974,-0.021684063
2008.8.14,0.008403802,-0.001321654
2008.8.15,0.00335642,-0.002200487
2008.8.18,-0.015166741,-0.000506643
2008.8.19,-0.007832261,-0.018358313
2008.8.20,0.005665113,0.003165917
2008.8.21,0.005218174,-0.00851906
2008.8.22,0.011370701,0.015714672
2008.8.25,-0.018480882,-0.005699194
2008.8.26,0.003529592,0.008347946
2008.8.27,0.00812398,-0.002420723
2008.8.28,0.013070564,0.01674709
2008.8.29,-0.010592038,-0.000865359
2008.9.2,-0.007990968,0.015712343
2008.9.3,-0.001277635,-0.003184723
2008.9.4,-0.027881565,-0.030986811
2008.9.5,0.007352024,-0.019426748
2008.9.8,0.014531756,0.000223534
2008.9.9,-0.034884319,-0.003978657
2008.9.10,0.003691751,-0.00240921
2008.9.11,0.016149886,-0.002216384
2008.9.12,0.00466052,0.004488082
2008.9.15,-0.047659636,-0.012171347
2008.9.16,0.021059019,-0.00872935
2008.9.17,-0.045598228,-0.019715708
2008.9.18,0.041832304,-0.00198152
2008.9.19,0.034012005,0.02580116
2008.9.22,-0.039217845,-0.013147202
2008.9.23,-0.016186811,-0.003835411
2008.9.24,-0.002459301,-0.003043505
2008.9.25,0.017780657,0.01887447
2008.9.26,0.007279558,-0.008969303
2008.9.29,-0.088721891,-0.034363525
2008.9.30,0.046128153,0.01777314
2008.10.1,-0.002675006,-0.010067421
2008.10.2,-0.040763121,-0.023304965
2008.10.3,-0.014387958,0.019984358
2008.10.6,-0.037758901,-0.039859439
2008.10.7,-0.059779314,-0.022966563
2008.10.8,-0.004022601,-0.04361161
2008.10.9,-0.082751025,-0.033779452
2008.10.10,-0.003430421,-0.010990565
2008.10.13,0.09463766,0.08670094
2008.10.14,-0.01191261,0.012395737
2008.10.15,-0.091272495,-0.064856908
2008.10.16,0.039769029,-0.011418912
2008.10.17,-0.001848272,0.004895542
2008.10.20,0.043440687,-0.01166896
2008.10.21,-0.026196957,-0.02035611
2008.10.22,-0.059407766,-0.036234969
2008.10.23,0.009993498,-0.008813405
2008.10.24,-0.020824798,-0.015504222
2008.10.27,-0.029435737,0.045109788
2008.10.28,0.102457328,0.111412973
2008.10.29,-0.010077107,0.075217637
2008.10.30,0.015537923,-0.005088381
2008.10.31,0.016276259,0.026809841
2008.11.3,-0.002449652,-0.005376581
2008.11.4,0.034843135,0.050357978
2008.11.5,-0.050220057,-0.019535543
2008.11.6,-0.051182776,-0.058189687
2008.11.7,0.025621088,0.022712378
2008.11.10,-0.018901832,0.000218906
2008.11.11,-0.02004362,-0.045717439
2008.11.12,-0.047084638,-0.038443823
2008.11.13,0.065949239,0.010785949
2008.11.14,-0.034959823,-0.002766729
2008.11.17,-0.026080667,-0.030945126
2008.11.18,0.007923101,0.005032875
2008.11.19,-0.063000759,-0.051964507
2008.11.20,-0.06860118,-0.012896904
2008.11.21,0.056819513,-0.024152294
2008.11.24,0.061252893,0.088711704
2008.11.25,0.00466452,0.008493522
2008.11.26,0.03996901,0.007030467
2008.11.28,0.010487273,0.000649111
2008.12.1,-0.084986769,-0.057118214
2008.12.2,0.037046384,0.04114118
2008.12.3,0.031664976,0.012860298
2008.12.4,-0.028608866,0.000931588
2008.12.5,0.036784153,-0.033161039
2008.12.8,0.030118154,0.036056687
2008.12.9,-0.019843004,0.022341802
2008.12.10,0.007893265,-0.001164803
2008.12.11,-0.027948589,-0.005096906
2008.12.12,0.009066473,0.000712185
2008.12.15,-0.014288897,-0.013564398
2008.12.16,0.046682726,0.014169956
2008.12.17,-0.00412672,-0.012731928
2008.12.18,-0.023113252,0.005544736
2008.12.19,0.001036713,-0.005135088
2008.12.22,-0.017705414,-0.011709525
2008.12.23,-0.01283493,-0.000883098
2008.12.24,0.004942216,0
2008.12.26,0.0037766,0
2008.12.29,-0.003387323,0.009544089
