³¯Â¥,S&P 500,CAC
2006.12.8,0.001824565,0.00557415
2006.12.11,0.002288468,0.002948224
2006.12.12,-0.001019628,0.000184043
2006.12.13,0.001338276,0.008612055
2006.12.14,0.008687283,0.002359134
2006.12.15,0.001128807,0.003250274
2006.12.18,-0.003228571,0.000542054
2006.12.19,0.002198058,-0.003456749
2006.12.20,-0.001389942,0.000543331
2006.12.21,-0.003448886,0.001269611
2006.12.22,-0.005189381,-0.007658681
2006.12.27,0.007181397,0.008334892
2006.12.28,-0.001430826,-0.002343822
2006.12.29,-0.004509313,0.002881846
2007.1.3,-0.00100895,-0.000889601
2007.1.4,0.001227539,-0.000179131
2007.1.5,-0.006103164,-0.00793655
2007.1.8,0.002537119,-0.002532105
2007.1.9,-0.000516823,-0.002344244
2007.1.10,0.004356225,-0.000908513
2007.1.11,0.00632695,0.013818075
2007.1.12,0.004841403,0.00320456
2007.1.16,0.00081743,-0.008533385
2007.1.17,-0.000803524,-0.006265124
2007.1.18,-0.002954191,-0.007532317
2007.1.19,0.0029053,0.010199605
2007.1.22,-0.00527088,-0.01158555
2007.1.23,0.00353568,-0.003940539
2007.1.24,0.008486535,0.007642444
2007.1.25,-0.011326858,-0.007456097
2007.1.26,-0.00120868,0.001971503
2007.1.29,-0.000992032,0.006597153
2007.1.30,0.005762572,0.006033736
2007.1.31,0.006690201,-0.006212854
2007.2.1,0.005575913,0.000881912
2007.2.2,0.001692966,0.001231852
2007.2.5,-0.000925632,0.003345957
2007.2.6,0.000704668,-0.002285313
2007.2.7,0.001801597,0.004033324
2007.2.8,-0.0011593,-0.007205022
2007.2.9,-0.007060948,-0.00087727
2007.2.12,-0.003224944,-0.003710579
2007.2.13,0.007673419,0.006164705
2007.2.14,0.007857353,0.003322553
2007.2.15,0.001140126,-0.00052388
2007.2.16,-0.00084469,0.000349773
2007.2.20,0.002847138,-0.003663966
2007.2.21,-0.001350596,-0.006993035
2007.2.22,-0.000624642,-0.004714931
2007.2.23,-0.003460128,-0.000349467
2007.2.26,-0.001151561,0.004691174
2007.2.27,-0.035259894,-0.021741908
2007.2.28,0.005831502,0.006907862
2007.3.1,-0.002583659,-0.012415715
2007.3.2,-0.011461135,-0.007874777
2007.3.5,-0.00940892,0.008205939
2007.3.6,0.015418418,0.002022245
2007.3.7,-0.002188742,0.002382481
2007.3.8,0.007165975,0.005987499
2007.3.9,0.000677427,0.002889653
2007.3.12,0.002705206,-0.012296719
2007.3.13,-0.020315477,-0.013702599
2007.3.14,0.00673413,-0.00675298
2007.3.15,0.003720245,0.003900813
2007.3.16,-0.003835599,0.001857011
2007.3.19,0.010835492,0.001466545
2007.3.20,0.00632783,0.006383971
2007.3.21,0.01695075,0.001815871
2007.3.22,-0.000348483,0.002679769
2007.3.23,0.001093829,0.009257677
2007.3.26,0.000967424,-0.007657414
2007.3.27,-0.006196594,-0.004459913
2007.3.28,-0.00781567,-0.003595186
2007.3.29,0.003775051,0.007481332
2007.3.30,-0.001167625,0.002485355
2007.4.2,0.002614766,0.005854714
2007.4.3,0.0094339,0.007368454
2007.4.4,0.001126126,0.003140268
2007.4.5,0.00334409,0.001740644
2007.4.10,0.002633973,0.003824761
2007.4.11,-0.006484038,-0.003125003
2007.4.12,0.00618708,0.001042934
2007.4.13,0.003481982,0.003285779
2007.4.16,0.010605439,0.008566097
2007.4.17,0.002047655,0.002904744
2007.4.18,0.000699735,-0.001711743
2007.4.19,-0.001189178,0.007227703
2007.4.20,0.009245288,0.011012394
2007.4.23,-0.002293223,-0.006737435
2007.4.24,-0.000351192,-0.005753951
2007.4.25,0.010175845,0.004717785
2007.4.26,-0.000682384,-0.002511512
2007.4.27,-9.37E-05,-0.001177361
2007.4.30,-0.007861781,0.005374551
2007.5.2,0.006565977,0.002333723
2007.5.3,0.004556455,-0.000995355
2007.5.4,0.002174225,0.010892994
2007.5.7,0.002593657,-0.001147447
2007.5.8,-0.001087144,-0.003621403
2007.5.9,0.003483563,-0.003447996
2007.5.10,-0.013889297,-0.004949688
2007.5.11,0.009595312,0.012736919
2007.5.14,-0.001734848,-0.005587525
2007.5.15,-0.001278168,0.011024382
2007.5.16,0.008882638,-0.001316656
2007.5.17,-0.000832573,-0.003944778
2007.5.18,0.006595335,0.013883441
2007.5.21,0.001542071,0.001296807
2007.5.22,-0.000642787,0.000161878
2007.5.23,-0.0011883,0.002904633
2007.5.24,-0.009631677,-0.003243597
2007.5.25,0.005444521,0.006176873
2007.5.29,0.001687731,-0.002267575
2007.5.30,0.008287911,0.005537473
2007.5.31,0.000280971,0.003864117
2007.6.1,0.003730082,0.007666544
2007.6.4,0.001885897,-0.004477142
2007.6.5,-0.005322367,-0.011415833
2007.6.6,-0.008655052,-0.014655856
2007.6.7,-0.017712758,-0.014617982
2007.6.8,0.011312896,0.005486754
2007.6.11,0.000981185,0.001808467
2007.6.12,-0.010739181,-0.000330579
2007.6.13,0.015304522,0.008922729
2007.6.14,0.004864172,0.010730066
2007.6.15,0.006505514,0.006902668
2007.6.18,-0.001207592,-0.002724579
2007.6.19,0.001748937,-0.002409446
2007.6.20,-0.013681397,-0.00240674
2007.6.21,0.006386176,-0.003724399
2007.6.22,-0.012979767,-0.003557572
2007.6.25,-0.003213015,0.003097239
2007.6.26,-0.003203405,0.000491441
2007.6.27,0.009149902,0.003460496
2007.6.28,-0.000405042,0.003253623
2007.6.29,-0.001561955,0.00468612
2007.7.2,0.009768305,-0.000324307
2007.7.3,0.003777941,0
2007.7.5,0.000354068,-0.007381292
2007.7.6,0.003587096,0.006103456
2007.7.9,0.000927414,-0.001916933
2007.7.10,-0.014287037,-0.015129856
2007.7.11,0.00583092,0.005543794
2007.7.12,0.018888914,0.010943141
2007.7.13,0.003109499,-0.005095552
2007.7.16,-0.001921329,0.000956633
2007.7.17,-9.68E-05,-0.002079502
2007.7.18,-0.001957763,-0.00795007
2007.7.19,0.004485021,0.005002027
2007.7.20,-0.012366991,-0.018698212
2007.7.23,0.004883562,0.009135463
2007.7.24,-0.020003222,-0.012787059
2007.7.25,0.004661428,-0.007986731
2007.7.26,-0.023615194,-0.029726898
2007.7.27,-0.01597238,-0.001731003
2007.7.30,0.010215443,0.000345363
2007.7.31,-0.012720498,0.009704682
2007.8.1,0.007278386,0.00933294
2007.8.2,0.004588694,-0.003256494
2007.8.3,-0.026932277,-0.015351746
2007.8.6,0.023878047,-0.000879894
2007.8.7,0.006174599,0.001909226
2007.8.8,0.014305607,0.013310777
2007.8.9,-0.029911053,-0.016677082
2007.8.10,0.000378432,-0.013341833
2007.8.13,-0.000344075,0.009855764
2007.8.14,-0.018288979,-0.005313509
2007.8.15,-0.01373197,0.005030553
2007.8.16,0.003286126,-0.010844698
2007.8.17,0.024276707,0.026825051
2007.8.20,-0.000269757,-0.00342497
2007.8.21,0.001085502,0.00125888
2007.8.22,0.011707049,0.00922483
2007.8.23,-0.001059268,-0.010355512
2007.8.24,0.011578429,0.010390161
2007.8.27,-0.008533222,-0.001567262
2007.8.28,-0.023705182,-0.018187135
2007.8.29,0.021929416,0.015614228
2007.8.30,-0.004128291,0.004358065
2007.8.31,0.011174901,0.006552877
2007.9.4,0.010434126,0.00654836
2007.9.5,-0.011124547,-0.017228304
2007.9.6,0.004419477,-0.001918549
2007.9.7,-0.017053038,-0.021780409
2007.9.10,-0.001239158,-0.010152371
2007.9.11,0.013547098,0.007699396
2007.9.12,0.000312642,0.003456749
2007.9.13,0.00844555,0.013955822
2007.9.14,0.000202143,0.000903098
2007.9.17,-0.005126848,-0.013702599
2007.9.18,0.028803123,0.022800805
2007.9.19,0.0060877,0.007021268
2007.9.20,-0.006523531,-0.000351989
2007.9.21,0.004598464,0.004920924
2007.9.24,-0.005270295,0.000351247
2007.9.25,0.000573585,-0.004244789
2007.9.26,0.004467754,0.004930455
2007.9.27,0.002654724,0.001569722
2007.9.28,-0.0028777,-0.001748864
2007.10.1,0.012848505,0.017133286
2007.10.2,-0.000213344,-0.002415043
2007.10.3,-0.004025428,0.00017225
2007.10.4,0.001900901,0.003626008
2007.10.5,0.008866936,0.00703926
2007.10.8,-0.002528072,-0.003601753
2007.10.9,0.007677224,0.007025991
2007.10.10,-0.001605142,-0.004955158
2007.10.11,-0.006610842,0.002731776
2007.10.12,0.004099826,0.003436429
2007.10.15,-0.008704763,-0.006007055
2007.10.16,-0.006013614,0.000172816
2007.10.17,-0.002074098,0.008977961
2007.10.18,0.000513092,-0.010166367
2007.10.19,-0.025897396,-0.003479475
2007.10.22,0.005685541,0.004071883
2007.10.23,0.006794594,0.001226886
2007.10.24,-0.000481453,-0.004743092
2007.10.25,-0.001154906,0.008026566
2007.10.26,0.008575826,0.0048443
2007.10.29,0.002638164,-0.001713209
2007.10.30,-0.005471542,-0.001893451
2007.10.31,0.011182873,0.007549796
2007.11.1,-0.024459102,-0.019676161
2007.11.2,-0.000940173,0.007183561
2007.11.5,-0.002287402,0.002114538
2007.11.6,0.009875807,0.001928641
2007.11.7,-0.026640783,-0.010324705
2007.11.8,-0.000338978,0.006066031
2007.11.9,-0.009509569,-0.019539924
2007.11.12,-0.010011007,0.006712043
2007.11.13,0.027171121,0.008157391
2007.11.14,-0.00867987,0.001962709
2007.11.15,-0.011571832,-0.00698865
2007.11.16,0.003880726,0.004888215
2007.11.19,-0.016215056,-0.015298058
2007.11.20,0.003611431,0.005997292
2007.11.21,-0.012583105,-0.007012393
2007.11.23,0.016149697,0.018606885
2007.11.26,-0.023540744,-0.017391743
2007.11.27,0.013137033,0.003309435
2007.11.28,0.024860255,0.018286017
2007.11.29,0.001572964,0.001427297
2007.11.30,0.006305537,0.010604553
2007.12.3,-0.004884751,-0.001061571
2007.12.4,-0.005827979,-0.014108637
2007.12.5,0.013416104,0.012596636
2007.12.6,0.015207868,-0.00158214
2007.12.7,-0.002615109,0.004716578
2007.12.10,0.007182916,0.010986247
2007.12.11,-0.026070747,-0.005389911
2007.12.12,-0.000665732,0.015742847
2007.12.13,0.003459326,-0.013993674
2007.12.14,-0.012348928,-0.003731679
2007.12.17,-0.013157407,-0.003971124
2007.12.18,0.006246358,-0.000723851
2007.12.19,-0.001169309,-0.000181209
2007.12.20,0.002537254,-0.001085776
2007.12.21,0.014432086,0.006250578
2007.12.24,0.00798394,0.000177541
2007.12.27,-0.012641015,-0.002837384
2007.12.28,-0.00090592,0.003554296
2007.12.31,-0.004681335,-0.001067236
2008.1.2,-0.014277479,-0.011637406
2008.1.3,-0.000269457,0.004140793
2008.1.4,-0.022678901,-0.017429635
2008.1.7,0.001491035,-0.001097695
2008.1.8,-0.018190744,0.005269386
2008.1.9,0.013488906,-0.003667037
2008.1.10,0.009585834,-0.014333211
2008.1.11,-0.013392947,-0.004627496
2008.1.14,0.009463883,0.005368892
2008.1.15,-0.022150482,-0.026048507
2008.1.16,-0.003061142,0.000573559
2008.1.17,-0.030681422,-0.022029432
2008.1.18,-0.006551137,-0.012833153
2008.1.22,-0.001860154,0.068684658
2008.1.23,0.021284226,-0.061914113
2008.1.24,0.008870127,0.022408174
2008.1.25,-0.019874684,-0.01959065
2008.1.28,0.017328512,0.010757241
2008.1.29,0.004679507,0.015220994
2008.1.30,-0.00471666,-0.006329781
2008.1.31,0.019462038,-0.001226743
2008.2.1,0.012126954,0.006018072
2008.2.4,-0.010489254,-0.011385322
2008.2.5,-0.032127375,-0.03519905
2008.2.6,-0.009775278,0.015646507
2008.2.7,0.009695971,-0.015338046
2008.2.8,-0.004190144,-0.015142245
2008.2.11,0.005398639,0.004490545
2008.2.12,0.006179814,0.021905538
2008.2.13,0.01035913,0.013867551
2008.2.14,-0.013600142,-0.012235063
2008.2.15,0.001831319,-0.020290551
2008.2.19,-0.005235459,0.011074765
2008.2.20,0.00859547,-0.002900354
2008.2.21,-0.014552487,0.00246255
2008.2.22,0.006591728,0.000206847
2008.2.25,0.013984189,0.007932514
2008.2.26,0.006923258,0.005228244
2008.2.27,0.000775652,-0.004811557
2008.2.28,-0.007633402,-0.016065419
2008.2.29,-0.024820363,-0.010763921
2008.3.3,0.000668723,0.003162891
2008.3.4,-0.00213076,-0.016294933
2008.3.5,0.004516445,0.007793615
2008.3.6,-0.021134545,-0.015438606
2008.3.7,-0.00628928,-0.005385043
2008.3.10,-0.015421906,-0.006952016
2008.3.11,0.03564856,0.006279116
2008.3.12,-0.009399666,-0.001273615
2008.3.13,0.007799363,0.005837223
2008.3.14,-0.021435509,-0.012121361
2008.3.17,-0.005164457,-0.008938607
2008.3.18,0.041096316,0.021317146
2008.3.19,-0.024759859,-0.020843134
2008.3.20,0.022700067,0.00374491
2008.3.25,0.002901492,-0.000850521
2008.3.26,-0.00840522,0.000427533
2008.3.27,-0.010937433,0.008503453
2008.3.28,-0.008931875,-0.003820039
2008.3.31,0.005139061,0.011745997
2008.4.1,0.032466073,0.035252373
2008.4.2,-0.001775349,0.004481572
2008.4.3,0.002647168,-0.003253358
2008.4.4,0.000401423,-0.001422331
2008.4.7,-0.000837512,0.005052047
2008.4.8,-0.003377567,-0.000609818
2008.4.9,-0.008095662,-0.004297561
2008.4.10,0.00381455,-0.003073458
2008.4.11,-0.0186938,-0.020352229
2008.4.14,-0.002916725,0.001673991
2008.4.15,0.002032895,-0.006456338
2008.4.16,0.020498695,0.008866952
2008.4.17,0.001605025,-0.001844074
2008.4.18,0.015460583,0.013757045
2008.4.21,0.00032422,-0.005660011
2008.4.22,-0.007594964,-0.003673474
2008.4.23,0.001109367,0.009517132
2008.4.24,0.005994226,0.002019795
2008.4.25,0.007150785,0.002602344
2008.4.28,-0.001138019,0.004568485
2008.4.29,-0.003351818,-0.001594261
2008.4.30,-0.004055018,0.002986563
2008.5.2,0.003358061,0.003532879
2008.5.5,-0.005561809,0.001766612
2008.5.6,0.00896651,-0.002949565
2008.5.7,-0.017736741,0.002350177
2008.5.8,0.002428394,0.004528012
2008.5.9,-0.004757157,-0.008143853
2008.5.12,0.010154116,-0.001189768
2008.5.13,-0.000968854,-0.001976285
2008.5.14,0.002139069,0.002152011
2008.5.15,0.010741894,0.005481611
2008.5.16,0.001024835,-0.001549787
2008.5.19,0.000946734,0.010969031
2008.5.20,-0.007815706,-0.008319677
2008.5.21,-0.016650591,-0.008947735
2008.5.22,0.002527666,0.008815808
2008.5.23,-0.011755364,-0.013766196
2008.5.27,0.006793878,-0.007317347
2008.5.28,0.003096446,0.009258413
2008.5.29,0.005565212,-0.000585423
2008.5.30,0.001443507,0.003686104
2008.6.2,-0.010016994,-0.016610055
2008.6.3,-0.006345736,0.01176023
2008.6.4,0.000682777,-0.006688988
2008.6.5,0.019105175,-0.001383263
2008.6.6,-0.028530518,-0.026886017
2008.6.9,0.000683173,0.001213347
2008.6.10,-0.000397436,-0.00081483
2008.6.11,-0.016044436,-0.022394362
2008.6.12,0.003057203,-0.00186432
2008.6.13,0.01348731,0.004145943
2008.6.16,0.000948882,-0.005396443
2008.6.17,-0.007213378,0.002270149
2008.6.18,-0.008766894,-0.011038329
2008.6.19,0.004433306,-0.003784698
2008.6.20,-0.017368195,-0.020369896
2008.6.23,-0.001342043,-0.00107032
2008.6.24,-0.002234451,-0.007534208
2008.6.25,0.005636254,0.005563892
2008.6.26,-0.025499181,-0.014292145
2008.6.27,-0.004074979,-0.006136333
2008.6.30,0.001516775,0.004585661
2008.7.1,0.006417886,-0.015664965
2008.7.2,-0.019079304,-0.016496139
2008.7.3,-4.75E-05,0.020411161
2008.7.7,-0.008420818,0.007801221
2008.7.8,0.017311582,0.005201866
2008.7.9,-0.02278828,0.004909628
2008.7.10,0.006515568,-0.00793565
2008.7.11,-0.007370972,-0.036426342
2008.7.14,-0.010777825,-0.002088895
2008.7.15,-0.009763607,-0.007324309
2008.7.16,0.024968675,0.003525682
2008.7.17,0.011178471,0.018142649
2008.7.18,0.001953234,0.027087123
2008.7.21,-0.001443402,0.012107771
2008.7.22,0.015722006,0.008958627
2008.7.23,0.002592678,0.004614886
2008.7.24,-0.024199054,-0.017567426
2008.7.25,0.003384745,0.014890819
2008.7.28,-0.018771643,-0.008683123
2008.7.29,0.021460429,0.00896867
2008.7.30,0.015490073,0.00638839
2008.7.31,-0.010978041,-0.003072199
2008.8.1,-0.007202381,-0.006015391
2008.8.4,-0.003404898,-0.008774947
2008.8.5,0.023633347,0.021114241
2008.8.6,0.004041697,0.005225355
2008.8.7,-0.016015511,0.004782618
2008.8.8,0.023438116,0.011042658
2008.8.11,0.008385503,0.010063247
2008.8.12,-0.01171777,0.001285623
2008.8.13,-0.002182974,-0.019114396
2008.8.14,0.008403802,-0.000218269
2008.8.15,0.00335642,0.000868621
2008.8.18,-0.015166741,0.006098908
2008.8.19,-0.007832261,-0.013524206
2008.8.20,0.005665113,-0.000442576
2008.8.21,0.005218174,-0.00580618
2008.8.22,0.011370701,0.017946643
2008.8.25,-0.018480882,-0.002216313
2008.8.26,0.003529592,0.007545531
2008.8.27,0.00812398,0.003320424
2008.8.28,0.013070564,0.019711545
2008.8.29,-0.010592038,0.001944895
2008.9.2,-0.007990968,0.016987829
2008.9.3,-0.001277635,-0.010163348
2008.9.4,-0.027881565,-0.031762705
2008.9.5,0.007352024,-0.018157557
2008.9.8,0.014531756,-0.006641499
2008.9.9,-0.034884319,-0.007176787
2008.9.10,0.003691751,0.000930882
2008.9.11,0.016149886,-0.006793982
2008.9.12,0.00466052,0.008329525
2008.9.15,-0.047659636,-0.003579529
2008.9.16,0.021059019,-0.007803014
2008.9.17,-0.045598228,-0.037009493
2008.9.18,0.041832304,-0.014796508
2008.9.19,0.034012005,0.028973989
2008.9.22,-0.039217845,-0.023585448
2008.9.23,-0.016186811,-0.008130126
2008.9.24,-0.002459301,-0.012782038
2008.9.25,0.017780657,0.023727896
2008.9.26,0.007279558,0.000960846
2008.9.29,-0.088721891,-0.040892397
2008.9.30,0.046128153,0.042204621
2008.10.1,-0.002675006,0.002702372
2008.10.2,-0.040763121,-0.021330174
2008.10.3,-0.014387958,0.023040781
2008.10.6,-0.037758901,-0.038913383
2008.10.7,-0.059779314,-0.031564956
2008.10.8,-0.004022601,-0.029028387
2008.10.9,-0.082751025,-0.02750776
2008.10.10,-0.003430421,-0.005955197
2008.10.13,0.09463766,0.033657715
2008.10.14,-0.01191261,-0.02179329
2008.10.15,-0.091272495,-0.056962027
2008.10.16,0.039769029,-0.003453151
2008.10.17,-0.001848272,0.003313755
2008.10.20,0.043440687,0.018402739
2008.10.21,-0.026196957,-0.019943681
2008.10.22,-0.059407766,-0.020335629
2008.10.23,0.009993498,0.01569133
2008.10.24,-0.020824798,0.026551614
2008.10.27,-0.029435737,0.004535155
2008.10.28,0.102457328,-0.009529932
2008.10.29,-0.010077107,0.027978015
2008.10.30,0.015537923,-0.017199083
2008.10.31,0.016276259,0.020438668
2008.11.3,-0.002449652,-0.000283889
2008.11.4,0.034843135,0.040005335
2008.11.5,-0.050220057,-0.006338729
2008.11.6,-0.051182776,-0.033075252
2008.11.7,0.025621088,0.014767895
2008.11.10,-0.018901832,-0.016352211
2008.11.11,-0.02004362,-0.022975974
2008.11.12,-0.047084638,-0.0462406
2008.11.13,0.065949239,0.009230835
2008.11.14,-0.034959823,-0.02087136
2008.11.17,-0.026080667,-0.026071098
2008.11.18,0.007923101,0.009885777
2008.11.19,-0.063000759,-0.03467098
2008.11.20,-0.06860118,-0.011564642
2008.11.21,0.056819513,-0.037740328
2008.11.24,0.061252893,0.070141249
2008.11.25,0.00466452,0.020392864
2008.11.26,0.03996901,0.004686776
2008.11.28,0.010487273,0.005182148
2008.12.1,-0.084986769,-0.049354176
2008.12.2,0.037046384,0.03823759
2008.12.3,0.031664976,0.010056653
2008.12.4,-0.028608866,-0.002521275
2008.12.5,0.036784153,-0.035966942
2008.12.8,0.030118154,0.010484216
2008.12.9,-0.019843004,0.026269073
2008.12.10,0.007893265,0.000898607
2008.12.11,-0.027948589,-0.003294896
2008.12.12,0.009066473,0.021197801
2008.12.15,-0.014288897,-0.020631987
2008.12.16,0.046682726,0.016564796
2008.12.17,-0.00412672,-0.009714709
2008.12.18,-0.023113252,-0.005196405
2008.12.19,0.001036713,0.012357278
2008.12.22,-0.017705414,-0.016555118
2008.12.23,-0.01283493,-0.011021998
2008.12.24,0.004942216,-0.013915468
2008.12.29,-0.003387323,-0.007245267
2008.12.30,0.022780649,0.017110388
2008.12.31,0.014115206,-0.001835424
2009.1.2,0.03140672,0.032363326
2009.1.5,-0.00185283,0
2009.1.6,0.003783762,0.00556778
2009.1.7,-0.022682397,-0.00826695
2009.1.8,0.004406604,0.004182856
2009.1.9,-0.02173105,-0.011356966
2009.1.12,-0.022878782,-0.014554532
2009.1.13,0.002296766,-0.007405156
2009.1.14,-0.028845792,-0.052593685
2009.1.15,0.002076253,-0.023837863
2009.1.16,0.006691988,-0.010142407
2009.1.20,-0.053697198,-0.022675196
2009.1.21,0.040648944,0.004787971
2009.1.22,-0.014683213,-0.037110641
2009.1.23,0.01183732,-0.012769803
2009.1.26,0.004876977,0.032420516
2009.1.27,0.009994082,0.000670916
2009.1.28,0.032983185,0.019880075
2009.1.29,-0.027714241,-0.013396704
2009.1.30,-0.023703378,-0.01158378
2009.2.2,0.002851027,0.005763705
2009.2.3,0.015407107,0.010030174
2009.2.4,-0.006634755,0.022538926
2009.2.5,0.016810124,0.018259392
2009.2.6,0.026256983,0.011494379
2009.2.9,0.001898593,0.011744303
2009.2.10,-0.046890877,-0.034088676
2009.2.11,0.007621263,0.009868501
2009.2.12,0.006341983,-0.010638398
2009.2.13,-0.008562243,-0.003292726
2009.2.17,-0.03662602,-0.015012223
2009.2.18,-0.003342875,-0.007891618
2009.2.19,-0.011449849,-0.008577853
2009.2.20,-0.007529533,-0.02303841
2009.2.23,-0.03946232,-0.025028121
2009.2.24,0.03749212,-0.00182382
2009.2.25,-0.007476232,-0.021787354
2009.2.26,-0.017029366,-0.000360425
2009.2.27,-0.019986928,0.001834526
2009.3.2,-0.040204241,-0.020470768
2009.3.3,-0.011579475,-0.021894479
2009.3.4,0.020220743,0.030783211
2009.3.5,-0.036989592,-0.024991835
2009.3.6,-0.000965322,-0.014349674
2009.3.9,-0.006233029,-0.011374902
2009.3.10,0.057662088,0.053840068
2009.3.11,0.002456714,0.007075062
2009.3.12,0.040572827,0.019648454
2009.3.13,0.006072195,-0.014503517
2009.3.16,-0.006544483,0.008550106
2009.3.17,0.03164755,0.00643089
2009.3.18,0.023358763,-0.018512455
2009.3.19,-0.017548302,-0.007809766
2009.3.20,-0.020655932,0.011813275
2009.3.23,0.063472967,0.014224004
2009.3.24,-0.017803165,-0.013684784
2009.3.25,0.008724734,0.008604424
2009.3.26,0.022831487,-0.000684463
2009.3.27,-0.015493251,-0.018995563
2009.3.30,-0.026983975,-0.023336187
2009.3.31,0.008799427,0.019577062
2009.4.1,0.021799738,0.020713396
2009.4.2,0.024077674,0.029903118
2009.4.3,0.008786261,-0.000334169
2009.4.6,-0.005097819,-0.023742965
2009.4.7,-0.022514545,-0.017987928
2009.4.8,0.010232013,0.02772726
2009.4.9,0.032354455,0.007355433
2009.4.14,-0.018111872,0.009950331
2009.4.15,0.014921944,0.009645842
2009.4.16,0.012512955,0.008190054
2009.4.17,0.005095758,0.012254265
2009.4.20,-0.042201645,-0.022094881
2009.4.21,0.022399871,0.003996009
2009.4.22,-0.004388436,0.019770001
2009.4.23,0.008605804,0.004931787
2009.4.24,0.01432466,0.025749733
2009.4.27,-0.006173254,0.016979424
2009.4.28,0.000795489,0.003231021
2009.4.29,0.019405517,0.014663954
2009.4.30,-0.004321488,0.001251173
2009.5.4,0.031383247,0.021169682
2009.5.5,-0.002541578,-0.001215067
2009.5.6,0.017088621,0.018962193
2009.5.7,-0.013344697,-0.012845584
2009.5.8,0.021978189,0.008622025
2009.5.11,-0.015009314,-0.014668726
2009.5.12,-0.002386098,0.004234731
2009.5.13,-0.024010274,-0.026871846
2009.5.14,0.009936446,-0.00185071
2009.5.15,-0.011128497,-0.002766253
2009.5.18,0.026329913,0.033321133
2009.5.19,-0.001694356,0.007428351
2009.5.20,-0.00568406,0.010912953
2009.5.21,-0.013518026,-0.00896599
2009.5.22,-0.001892233,-0.002994911
2009.5.26,0.025962189,0.016691893
2009.5.27,-0.018735885,0.004698981
2009.5.28,0.015413214,0.00474075
2009.5.29,0.01327395,-0.00851069
2009.6.1,0.02101753,0.012962878
2009.6.2,0.001981342,0.006880761
2009.6.3,-0.011471259,-0.017286515
2009.6.4,0.010635051,-0.002321533
2009.6.5,-0.005918056,-0.003168662
2009.6.8,0.00108669,-0.007859158
2009.6.9,0.0022095,-0.007564773
2009.6.10,-0.003804711,-0.005782034
2009.6.11,0.006210442,0.011312666
2009.6.12,0.002931762,0.001737117
2009.6.15,-0.020073872,-0.02360688
2009.6.16,-0.014835081,-0.002087995
2009.6.17,-0.001294854,-0.012084739
2009.6.18,0.008211151,0.007554047
2009.6.19,0.001379543,0.008676195
2009.6.22,-0.02770762,-0.031816045
2009.6.23,0.001833878,0.002772218
2009.6.24,0.005152327,0.019175751
2009.6.25,0.022872773,0
2009.6.26,6.53E-05,-0.017925438
2009.6.29,0.007980162,0.019152432
2009.6.30,-0.008481098,-0.020300652
2009.7.1,0.002722123,0.015317915
2009.7.2,-0.027311535,-0.024016962
2009.7.6,0.004963786,-0.000310414
2009.7.7,-0.019746319,-0.015620436
2009.7.8,-0.002656888,-0.010129875
2009.7.9,0.001587338,0.002850358
2009.7.10,-0.001023216,-0.008942889
2009.7.13,0.024127598,0.029245568
2009.7.14,0.005612737,0.008415197
2009.7.15,0.024452741,0.01924605
2009.7.16,0.011299434,0.013261195
2009.7.17,-0.000191394,0.000298107
2009.7.20,0.00957117,0.007380107
2009.7.21,0.002737931,0.009938696
2009.7.22,0.000702501,0
2009.7.23,0.023022629,0.01812217
2009.7.24,0.007276784,0.004580598
2009.7.27,0.003620957,-0.006818208
2009.7.28,-0.001896895,-0.015188714
2009.7.29,-0.002570656,0.009764581
2009.7.30,0.010943882,0.011286802
2009.7.31,0.000688859,0
2009.8.3,0.012454686,0.018968491
2009.8.4,0.004225092,0.002492731
2009.8.5,-0.002679111,-0.006109433
2009.8.6,-0.006976052,-0.000552792
2009.8.7,0.01059548,0.020966285
2009.8.10,-0.001775803,0.003853569
2009.8.11,-0.011419439,-0.016570387
2009.8.12,0.011811259,0.013549219
2009.8.13,0.006806758,0.004104534
2009.8.14,-0.008074159,-0.011766451
2009.8.17,-0.018656597,-0.012019711
2009.8.18,0.00918653,0.001116695
2009.8.19,0.009660547,0.008122156
2009.8.20,0.010939434,0.002753306
2009.8.21,0.01677524,0.033340939
2009.8.24,-0.000994075,0.006628687
2009.8.25,0.001333574,0.013185845
2009.8.26,0.00074922,-0.000526177
2009.8.27,0.003079481,-0.005800174
2009.8.28,-0.002610955,0.003659178
2009.8.31,-0.004487184,-0.002103603
2009.9.1,-0.021293852,-0.0267885
2009.9.2,-0.001326087,-0.002424244
2009.9.3,0.007122309,-0.008084118
2009.9.4,0.012434326,0.008323313
2009.9.8,0.006575173,-0.001842833
2009.9.9,0.007781536,0.015966836
2009.9.10,0.010736071,-0.005180017
2009.9.11,-0.001140584,0.002840544
2009.9.14,0.008796462,0.009698352
2009.9.15,0.003425867,0.001867912
2009.9.16,0.013916136,0.012655059
2009.9.17,-0.002231223,-0.000521648
2009.9.18,0.001592581,0.001567808
2009.9.21,-0.002326673,-0.001832221
2009.9.22,0.004967246,-0.004445033
2009.9.23,-0.011080186,0.000523149
2009.9.24,-0.011148345,-0.01058491
2009.9.25,-0.004871395,-0.0061309
2009.9.28,0.016695829,0.024333388
2009.9.29,-0.002899781,-0.002095339
2009.9.30,-0.00372032,-0.009194863
2009.10.1,-0.024042295,-0.020218832
2009.10.2,-0.00437974,-0.012263405
2009.10.5,0.013147582,0.007924621
