³¯Â¥,S&P 500,KOSPI
2002.11.22,-0.003540206,-0.015907555
2002.11.25,0.002575938,0.014814663
2002.11.26,-0.0212336,-0.005212303
2002.11.27,0.027644564,0.019077256
2002.11.29,-0.002773039,0.007394824
2002.12.2,-0.001924311,0.007105827
2002.12.3,-0.014768769,0.007946556
2002.12.4,-0.003481292,-0.014202376
2002.12.5,-0.012170536,0.009774216
2002.12.6,0.006268234,0.002733195
2002.12.9,-0.022393132,-0.015546058
2002.12.10,0.013916172,0.008276856
2002.12.11,0.000552639,-0.009473883
2002.12.12,-0.003763981,0.017585009
2002.12.13,-0.013511456,-0.002397812
2002.12.16,0.023224556,-0.008799735
2002.12.17,-0.00816151,0.001050957
2002.12.18,-0.013265899,0.01487275
2002.12.20,0.013033892,0.006207204
2002.12.23,0.001896158,-0.028994975
2002.12.24,-0.00547518,-0.015255848
2002.12.26,-0.003142186,-0.00372877
2002.12.27,-0.016203402,-0.001992169
2002.12.30,0.004558932,-0.038328569
2003.1.2,0.032650485,0.003374865
2003.1.3,-0.000440141,0.014489585
2003.1.6,0.022203785,0.002417763
2003.1.7,-0.006587853,-0.040269864
2003.1.8,-0.014186183,-0.006500034
2003.1.9,0.019265902,-0.020567488
2003.1.10,0,-0.023466838
2003.1.13,-0.001402449,0.033020795
2003.1.14,0.005812718,0.006776234
2003.1.15,-0.014595643,-0.01217321
2003.1.16,-0.003928421,0.014174505
2003.1.17,-0.014094045,-0.006030862
2003.1.21,-0.015871575,-0.004430332
2003.1.22,-0.01041912,-0.0073944
2003.1.23,0.010081073,0.004231725
2003.1.24,-0.029624171,-0.026330947
2003.1.27,-0.016268133,-0.007943547
2003.1.28,0.012895841,0.016825181
2003.1.29,0.006848944,-0.030223472
2003.1.30,-0.023172482,0.004725098
2003.2.3,0.005361318,0.014308844
2003.2.4,-0.014164709,0.002470836
2003.2.5,-0.005438008,0.003903193
2003.2.6,-0.006541023,-0.020550738
2003.2.7,-0.010073235,-0.017508772
2003.2.10,0.007564423,0.007232676
2003.2.11,-0.008167233,-0.011204744
2003.2.12,-0.012743664,0.018025675
2003.2.13,-0.001589145,-0.016025984
2003.2.14,0.021183386,0.000608627
2003.2.18,0.019335161,0.001459346
2003.2.19,-0.007192155,-0.020297572
2003.2.20,-0.009511426,0.006993731
2003.2.21,0.013172919,-0.002746391
2003.2.24,-0.018563122,0.012277104
2003.2.25,0.0071805,-0.020754012
2003.2.26,-0.013324727,-0.007023022
2003.2.27,0.011773322,0.002664674
2003.2.28,0.00452813,-0.018321649
2003.3.3,-0.007518384,0.019751785
2003.3.4,-0.01545178,-0.007791552
2003.3.5,0.009564817,-0.012487303
2003.3.6,-0.009443169,-0.016802917
2003.3.7,0.008237478,-0.003418932
2003.3.10,-0.026156466,-0.002385804
2003.3.11,-0.00845671,0.001409364
2003.3.12,0.004361649,0.001204162
2003.3.13,0.033864247,0.001731537
2003.3.14,0.00168148,-0.017771036
2003.3.17,0.034789193,-0.039109482
2003.3.18,0.004279195,0.001154563
2003.3.19,0.008618266,0.012854985
2003.3.20,0.001943191,0.026434357
2003.3.21,0.022579419,0.01065103
2003.3.24,-0.03591295,-0.016067469
2003.3.25,0.012076747,0.008014299
2003.3.26,-0.005387759,-0.013267995
2003.3.27,-0.001725626,-0.002327697
2003.3.28,-0.005773688,0.007578118
2003.3.31,-0.017877441,-0.022244676
2003.4.1,0.012070223,0.017778163
2003.4.2,0.025757432,0.003690586
2003.4.3,-0.005007408,-0.0190565
2003.4.4,0.002734421,0.032326378
2003.4.7,0.001137139,0.032913287
2003.4.8,-0.001820044,0.018663863
2003.4.9,-0.014103312,-0.020560871
2003.4.10,0.006445695,0.01433029
2003.4.11,-0.003793326,0.010137494
2003.4.14,0.019276331,0.007362162
2003.4.15,0.006306327,-0.002657666
2003.4.16,-0.012311671,0.008112127
2003.4.17,0.015449983,-0.003177477
2003.4.21,-0.001792115,-0.004916778
2003.4.22,0.021515746,-0.019142011
2003.4.23,0.008304244,-0.018405377
2003.4.24,-0.008304244,-0.016603137
2003.4.25,-0.013921339,-0.020213296
2003.4.28,0.017644922,0.017712444
2003.4.29,0.00327404,0.02873351
2003.4.30,-0.000981087,0.003543436
2003.5.2,0.014948285,-0.005058822
2003.5.6,0.008490566,0.002120294
2003.5.7,-0.005150226,0.011733728
2003.5.9,0.01413413,0.011142267
2003.5.12,0.012456908,-0.001361902
2003.5.13,-0.002967047,-0.028495615
2003.5.14,-0.003188778,-0.001081435
2003.5.15,0.007847336,0.0092784
2003.5.16,0.000741565,-0.01351317
2003.5.19,-0.025201055,-0.012348819
2003.5.20,-0.001195327,0.027309474
2003.5.21,0.00401498,0.00169983
2003.5.22,0.009163003,-0.006161903
2003.5.23,0.001394027,0.014345841
2003.5.27,0.019420147,-0.009010238
2003.5.28,0.001785058,-0.001320027
2003.5.29,-0.003783902,0.013258931
2003.5.30,0.014635427,0.002007001
2003.6.2,0.003522225,0.007395751
2003.6.3,0.004745702,-0.007507778
2003.6.4,0.014914977,-0.003243364
2003.6.5,0.003946774,-0.008278475
2003.6.9,-0.012120126,0.015136664
2003.6.10,0.009078453,0.0067019
2003.6.11,0.012813574,-0.000982183
2003.6.12,0.001002004,-0.000729273
2003.6.13,-0.009964352,0.003222069
2003.6.16,0.022108638,-0.005729806
2003.6.17,0.000988924,0.001334896
2003.6.18,-0.001582748,0.002830491
2003.6.19,-0.015363431,0.013795132
2003.6.20,0.001004823,0.003181881
2003.6.23,-0.014262114,-0.016728796
2003.6.24,0.001933744,-0.000587168
2003.6.25,-0.008372522,0.01201498
2003.6.26,0.010708378,0.011056084
2003.6.27,-0.009786011,-0.007150139
2003.6.30,-0.001742965,-0.005552303
2003.7.1,0.007972242,0.012377134
2003.7.2,0.011639218,0.004720954
2003.7.3,-0.00818393,-0.014038413
2003.7.7,0.018793579,0.007081769
2003.7.8,0.003379389,-0.010113298
2003.7.9,-0.005572154,-0.004313857
2003.7.10,-0.013561914,-0.001312467
2003.7.11,0.009462523,0.014317732
2003.7.14,0.005794222,0.015407633
2003.7.15,-0.003492495,-0.013407509
2003.7.16,-0.006417992,-0.006136226
2003.7.18,0.011746971,-0.001671584
2003.7.21,-0.014705402,-0.008071162
2003.7.22,0.009456576,0.011889755
2003.7.23,0.000505894,-0.009968262
2003.7.24,-0.007105907,0.014025114
2003.7.25,0.01727054,0.009347327
2003.7.28,-0.002205294,0.003293241
2003.7.29,-0.007251517,0.005427742
2003.7.30,-0.001821126,-0.01046109
2003.7.31,0.002831431,-0.00416778
2003.8.1,-0.01035332,0.011645246
2003.8.4,0.002751033,-0.001432436
2003.8.5,-0.017759539,-0.001813162
2003.8.6,0.001655801,-0.004214984
2003.8.7,0.007212065,0.000338176
2003.8.8,0.003586621,-0.009048044
2003.8.11,0.003064041,0.005936003
2003.8.12,0.009944273,-0.008109055
2003.8.13,-0.006483005,0.010573456
2003.8.14,0.006583969,0.017777197
2003.8.18,0.00904347,0.001617524
2003.8.19,0.00269717,-0.007430475
2003.8.20,-0.00209717,-0.004385378
2003.8.21,0.002994612,0.016898346
2003.8.22,-0.010218482,-0.000211977
2003.8.25,0.000603986,0.003388712
2003.8.26,0.003014472,-0.001632133
2003.8.27,0.000100326,0.001661502
2003.8.28,0.006001218,-0.014047861
2003.8.29,0.005172082,0.003574659
2003.9.2,0.013793322,-0.002514774
2003.9.3,0.00419861,-0.00591991
2003.9.4,0.001655065,-0.005155828
2003.9.5,-0.006440932,-0.00638754
2003.9.8,0.00993676,0.001000171
2003.9.9,-0.008176024,0.005356619
2003.9.15,-0.003737587,-0.014582453
2003.9.16,0.014187411,0.015413546
2003.9.17,-0.003211213,-0.006527133
2003.9.18,0.013168277,-0.013376592
2003.9.19,-0.003179347,-0.023745239
2003.9.22,-0.013112713,-0.03660042
2003.9.23,0.006043492,0.007218131
2003.9.24,-0.019231362,0.005118639
2003.9.25,-0.006061528,0.00835977
2003.9.26,-0.006399382,-0.009433426
2003.9.29,0.00968313,-0.001722505
2003.9.30,-0.010586337,-0.006046028
2003.10.1,0.022044384,0.019817678
2003.10.2,0.001962324,-0.00143904
2003.10.6,0.004360261,-0.000470068
2003.10.7,0.004726317,0.002588998
2003.10.8,-0.005209853,-0.011500388
2003.10.9,0.004728597,0.017858474
2003.10.10,-0.000577812,0.030327679
2003.10.13,0.006911806,0.003334395
2003.10.14,0.004009935,0.003790507
2003.10.15,-0.002575969,-0.009312328
2003.10.16,0.003147506,0.023241872
2003.10.17,-0.010337988,-0.011963321
2003.10.20,0.005182353,0.013106483
2003.10.21,0.001243603,-0.000858727
2003.10.22,-0.015026289,-0.001615571
2003.10.23,0.003294257,-0.013460855
2003.10.24,-0.004751063,-0.005518248
2003.10.27,0.002135923,0.011608458
2003.10.28,0.015111698,0.018956926
2003.10.29,0.00124111,-0.010145116
2003.10.30,-0.001145585,0.00147703
2003.10.31,0.003623192,-0.007119643
2003.11.3,0.007868458,0.011276024
2003.11.4,-0.005491918,-0.00546203
2003.11.5,-0.001330166,0.011424272
2003.11.6,0.005877351,-0.0248519
2003.11.7,-0.004547185,0.009333893
2003.11.10,-0.00580871,-0.005533522
2003.11.11,-0.000477623,-0.0007233
2003.11.12,0.011400465,0.009336311
2003.11.13,-0.000188947,0.009043239
2003.11.14,-0.007682496,-6.17E-05
2003.11.17,-0.006399563,-0.011277068
2003.11.18,-0.009048093,0.008437811
2003.11.19,0.007897566,-0.017444469
2003.11.20,-0.008381148,-0.007432187
2003.11.21,0.001546641,0.008678144
2003.11.24,0.016096927,-0.016019086
2003.11.25,0.001709402,1.30E-05
2003.11.26,0.004355243,0.016606819
2003.11.28,-0.00028346,0.016475505
2003.12.1,0.011182751,0.013755478
2003.12.2,-0.003276083,-0.00704389
2003.12.3,-0.00178295,0.001448459
2003.12.4,0.004685166,3.73E-05
2003.12.5,-0.007695233,-0.016707672
2003.12.8,0.007321227,0.00584016
2003.12.9,-0.008546659,-0.00401808
2003.12.10,-0.001132503,0.025632788
2003.12.11,0.011454449,-0.007542929
2003.12.12,0.002703586,-0.000421705
2003.12.15,-0.005695361,0.000657022
2003.12.16,0.00662594,0.004288961
2003.12.17,0.001301357,-0.020890393
2003.12.18,0.011728444,0.004841422
2003.12.19,-0.000459158,-0.004538502
2003.12.22,0.00385039,-0.006232557
2003.12.23,0.002832475,-0.009951813
2003.12.24,-0.001826485,-0.01981376
2003.12.26,0.001735239,-0.003214704
2003.12.29,0.01233352,0.016797707
2003.12.30,9.01E-05,0.010178552
2004.1.2,-0.003062514,0.006106815
2004.1.5,0.012283294,0.008310128
2004.1.6,0.001335768,-0.009464079
2004.1.7,0.002311112,0.001197714
2004.1.8,0.004959713,-0.008397572
2004.1.9,-0.00887396,0.011721511
2004.1.12,0.004713005,0.00806023
2004.1.13,-0.005337141,-0.008204994
2004.1.14,0.008260472,0.002769775
2004.1.15,0.001325967,-0.003965356
2004.1.16,0.006866829,-0.00672303
2004.1.20,-0.000877732,0.008557823
2004.1.26,0.012103417,0.001600747
2004.1.27,-0.009915711,-0.012184599
2004.1.28,-0.013641576,-0.000906998
2004.1.29,0.004950068,0.00207604
2004.1.30,-0.002648774,-0.006706981
2004.2.2,0.003706323,0.005407099
2004.2.3,0.000616387,-0.015664821
2004.2.4,-0.008397839,-0.003608085
2004.2.5,0.001862446,0.006143075
2004.2.6,0.012503465,0.009536881
2004.2.9,-0.002628583,0.004485222
2004.2.10,0.004988414,0.000854079
2004.2.11,0.01068043,0.006640435
2004.2.12,-0.004935289,-0.004647762
2004.2.13,-0.005483281,0.006961535
2004.2.17,0.009727365,0.000734899
2004.2.18,-0.004504512,-0.013734909
2004.2.19,-0.004088918,0.001100816
2004.2.20,-0.002618717,0.001973478
2004.2.23,-0.002713231,0.002955864
2004.2.24,-0.001666594,-0.00904994
2004.2.25,0.004030144,0.001905213
2004.2.26,0.001048676,-0.006281826
2004.2.27,-0.000785786,0.02048181
2004.3.2,-0.005986743,0.007411658
2004.3.3,0.001652102,-0.001873641
2004.3.4,0.00338263,0.010268202
2004.3.5,0.001730254,-0.002019211
2004.3.8,-0.008419823,-0.010004229
2004.3.9,-0.005769751,0.000538515
2004.3.10,-0.01474966,-0.012580066
2004.3.11,-0.015331811,0.000298919
2004.3.12,0.012391287,-0.020892385
2004.3.15,-0.014471512,-0.004191798
2004.3.16,0.005597703,0.007438226
2004.3.17,0.011725353,0.016446199
2004.3.18,-0.001335649,-0.007305802
2004.3.19,-0.011200332,0.00996652
2004.3.22,-0.013060226,-0.017138587
2004.3.23,-0.001278889,0.013073297
2004.3.24,-0.002471058,0.001544617
2004.3.25,0.016269389,-0.010398303
2004.3.26,-0.000992198,-0.002704829
2004.3.29,0.012911504,0.007539757
2004.3.30,0.004000894,-0.006788892
2004.3.31,-0.000710101,-0.001418641
2004.4.1,0.005313509,0.004507453
2004.4.2,0.008443322,-0.002712203
2004.4.6,-0.002088047,0.007487768
2004.4.7,-0.006728736,0.003467811
2004.4.8,-0.001052724,0.003649519
2004.4.12,0.005165256,0.014712758
2004.4.13,-0.013892776,-0.008204863
2004.4.14,-0.001063076,0.006965082
2004.4.16,0.005125044,-0.00550281
2004.4.19,0.001057083,0.001797424
2004.4.20,-0.015616999,0.009831609
2004.4.21,0.005262466,0.020939248
2004.4.22,0.013957824,-0.007633049
2004.4.23,0.0006139,-0.002336861
2004.4.26,-0.004481357,-0.016466203
2004.4.27,0.002287123,-0.003652644
2004.4.28,-0.013890955,-0.017030343
2004.4.29,-0.007601879,-0.017214273
2004.4.30,-0.005942751,-0.00595092
2004.5.3,0.009169428,0.003562468
2004.5.4,0.00178811,-0.004703726
2004.5.6,-0.006709933,-0.031538274
2004.5.7,-0.013829479,0.001204913
2004.5.10,-0.010614062,-0.04985679
2004.5.11,0.00769728,0.001872755
2004.5.12,0.001641737,0.017543985
2004.5.13,-0.000820532,-0.031334124
2004.5.14,-0.000638657,-0.038722089
2004.5.17,-0.010643279,-0.050266676
2004.5.18,0.006802747,0.023605588
2004.5.19,-0.002568573,0.033261258
2004.5.20,0.000459158,0.002281871
2004.5.21,0.004031525,0.006852357
2004.5.24,0.001644587,0.004575003
2004.5.25,0.015939479,-0.009292709
2004.5.27,0.005724012,7.48E-05
2004.5.28,-0.000535236,0.006105483
2004.6.1,0.00044605,0.01012748
2004.6.2,0.003383495,-0.005516896
2004.6.3,-0.007494682,-0.051774959
2004.6.4,0.005269987,0.010040762
2004.6.7,0.015820737,0.026336746
2004.6.8,0.001577149,-0.009591692
2004.6.9,-0.009588813,-0.027802667
2004.6.10,0.00458595,-0.004502185
2004.6.14,-0.009903698,-0.007363287
2004.6.15,0.005936313,0.006081478
2004.6.16,0.00141243,-0.005289439
2004.6.17,-0.00141243,0.00417928
2004.6.18,0.002646671,-0.013338709
2004.6.21,-0.004149567,0.005459961
2004.6.22,0.003620793,0.002172544
2004.6.23,0.008514425,-0.019233811
2004.6.24,-0.002976193,0.013841371
2004.6.25,-0.005538232,0.020765313
2004.6.28,-0.000970146,-0.008910183
2004.6.29,0.00255563,0.015399453
2004.6.30,0.00404041,0.003250419
2004.7.1,-0.010486063,-0.008727533
2004.7.2,-0.003105179,-0.011791162
2004.7.6,-0.008208469,0.007052113
2004.7.7,0.001879616,0.026156841
2004.7.8,-0.008260799,-0.013410828
2004.7.9,0.003330486,0.003175776
2004.7.12,0.001347043,-0.008592562
2004.7.13,0.000717682,-0.002765996
2004.7.14,-0.003233633,-0.011956958
2004.7.15,-0.00432784,-0.004235361
2004.7.16,-0.004800516,0.015016361
2004.7.19,-0.000454071,0.026767658
2004.7.20,0.007060131,-0.007084749
2004.7.21,-0.013438866,0.00363054
2004.7.22,0.002647557,0.004927083
2004.7.23,-0.009711483,-0.006756691
2004.7.26,-0.001935217,0.008265412
2004.7.27,0.009821548,0.004464869
2004.7.28,0.000547895,-0.003486567
2004.7.29,0.004554157,-0.016250807
2004.7.30,0.001180691,-0.00350244
2004.8.2,0.00443781,-0.015198196
2004.8.3,-0.006254836,-0.00060551
2004.8.4,-0.001000773,0.01352659
2004.8.5,-0.016427663,0.017246135
2004.8.6,-0.015573588,0.000258907
2004.8.9,0.001127184,0.018317199
2004.8.10,0.012872111,0.013041851
2004.8.11,-0.002970115,0.000611028
2004.8.12,-0.011781342,0.014808467
2004.8.13,0.00150376,0.01716931
2004.8.16,0.013525695,-0.000568424
2004.8.17,0.002221195,-0.014881648
2004.8.18,0.012403117,0.000452773
2004.8.19,-0.003658987,0.010543255
2004.8.20,0.006485522,0.002313374
2004.8.23,-0.002370101,-0.006138677
2004.8.24,0.000456225,0.001212336
2004.8.25,0.007995681,0.016263987
2004.8.26,9.05E-05,0.002595285
2004.8.27,0.002440238,-0.002895963
2004.8.30,-0.007793424,-0.007867725
2004.8.31,0.004538448,0.003677873
2004.9.1,0.001538392,0.017090004
2004.9.2,0.011150192,0.006258696
2004.9.3,-0.004211664,-0.006449324
2004.9.7,0.006890716,-0.004253277
2004.9.8,-0.004469081,-0.005293314
2004.9.9,0.001879447,0.007609058
2004.9.10,0.004905687,0.012367819
2004.9.13,0.001689115,0.011522742
2004.9.14,0.002218181,-0.007395479
2004.9.15,-0.007026311,-0.001045736
2004.9.16,0.002763048,0.010931897
2004.9.17,0.004440505,-0.007330602
2004.9.20,-0.005598273,0.008685362
2004.9.21,0.006306927,-0.002388791
2004.9.22,-0.013999961,-0.031471747
2004.9.23,-0.004680477,0.000433996
2004.9.24,0.001532567,0.003997886
2004.9.30,-0.00017942,0.006198144
2004.10.1,0.01504859,0.012500832
2004.10.4,0.003264661,0.024967388
2004.10.5,-0.000616822,0.002648049
2004.10.6,0.006589086,0.001702954
2004.10.7,-0.009944201,-0.002324113
2004.10.8,-0.00763498,0.00396756
2004.10.11,0.00204763,0.00517732
2004.10.12,-0.002315022,-0.023222302
2004.10.13,-0.007246733,-0.008235286
2004.10.14,-0.009382117,-0.002901424
2004.10.15,0.004431389,0.004738386
2004.10.18,0.005220064,0.003862354
2004.10.19,-0.009742094,-0.005941857
2004.10.20,0.000453124,-0.027155946
2004.10.21,0.002533709,-0.011642478
2004.10.22,-0.009808452,0.004902297
2004.10.25,-0.00082173,-0.009813839
2004.10.26,0.014778817,0.001869757
2004.10.27,0.012788012,-0.013271058
2004.10.28,0.00186443,0.009268532
2004.10.29,0.002480512,0.009568414
2004.11.1,0.000265405,0.003764586
2004.11.2,0,0.008397331
2004.11.3,0.011171335,0.014293644
2004.11.4,0.016053102,-0.010506176
2004.11.5,0.00386615,-0.002042807
2004.11.8,-0.001115353,-0.022831295
2004.11.9,-0.00068699,-0.001586137
2004.11.10,-0.001031371,0.015233862
2004.11.11,0.009073851,0.005355326
2004.11.12,0.009076705,0.001358331
2004.11.15,-0.000337838,0.002780601
2004.11.16,-0.007121088,-0.007229029
2004.11.17,0.005514798,0.004709407
2004.11.18,0.001352837,-0.011962327
2004.11.19,-0.011216024,-0.013244771
2004.11.22,0.005878611,-0.008598324
2004.11.23,-0.000254874,0.003364557
2004.11.24,0.004154837,0.015080595
2004.11.26,0.00076126,-0.022697611
2004.11.29,-0.003472667,0.004899898
2004.11.30,-0.004080944,0.014084094
2004.12.1,0.014882737,0.002660928
2004.12.2,-0.00092371,-0.007931364
2004.12.3,0.000755826,-0.00906872
2004.12.6,-0.000839842,-0.005474508
2004.12.7,-0.011067574,-0.007820041
2004.12.8,0.004830723,0.018770054
2004.12.9,0.005396303,-0.010739629
2004.12.10,-0.001009591,-0.020281771
2004.12.13,0.008966415,0.003393574
2004.12.14,0.003913248,0.003987218
2004.12.15,0.001909427,0.016069216
2004.12.16,-0.002075637,0.004335814
2004.12.17,-0.007508169,0.001028948
2004.12.20,0.000418603,0.013674278
2004.12.21,0.008999311,-9.06E-05
2004.12.22,0.003395308,-0.005441484
2004.12.23,0.000413274,-0.015210796
2004.12.27,-0.004306425,-0.005503766
2004.12.28,0.00711217,0.004449624
2004.12.29,0,0.017154684
2004.12.30,0,0.010908465
2005.1.3,-0.008119349,-0.002559075
2005.1.4,-0.011798806,-0.004118242
2005.1.5,-0.003626095,0.011669858
2005.1.6,0.003541916,-0.007945124
2005.1.7,-0.001432122,-0.006318702
2005.1.10,0.00336644,0.001556955
2005.1.11,-0.006067775,0.010801206
2005.1.12,0.003965079,-0.005032598
2005.1.13,-0.008625117,0.004697422
2005.1.14,0.005927198,0.028316728
2005.1.18,0.009661911,-0.003199413
2005.1.19,-0.009577491,-0.00770811
2005.1.20,-0.00779665,-0.001132011
2005.1.21,-0.006401251,0.010461113
2005.1.24,-0.003516751,0.005322281
2005.1.25,0.003944778,-0.000917511
2005.1.26,0.004866605,0.008939515
2005.1.27,0.000340628,-0.004100268
2005.1.28,-0.00264291,-0.00270903
2005.1.31,0.008415912,0.012634427
2005.2.1,0.006833451,-0.006980097
2005.2.2,0.003189795,-0.004914972
2005.2.3,-0.002769504,0.006871171
2005.2.4,0.010949167,0.005736523
2005.2.7,-0.001081216,0.007444492
2005.2.11,0.006910072,0.003119204
2005.2.14,0.000663515,0.007877211
2005.2.15,0.003310987,0.003246118
2005.2.16,0.000165262,-0.002107786
2005.2.17,-0.007880261,-0.000349532
2005.2.18,0.000666001,0.015328756
2005.2.22,-0.014586561,-0.011014996
2005.2.23,0.005557909,0.000278841
2005.2.24,0.007862859,0.014438658
2005.2.25,0.009288506,0.002953351
2005.2.28,-0.00645965,0.007652605
2005.3.2,-0.000247883,-0.007594072
2005.3.3,0.000330497,0.002674408
2005.3.4,0.009537193,-0.000819045
2005.3.7,0.002615022,-0.013927376
2005.3.8,-0.004826777,-0.010284043
2005.3.9,-0.010220992,0.011896533
2005.3.10,0.001821042,-0.008525031
2005.3.11,-0.007554097,0.016055221
2005.3.14,0.005567342,0.001334629
2005.3.15,-0.007485687,-0.030688356
2005.3.16,-0.008131148,0.002611323
2005.3.17,0.001765968,-0.003534382
2005.3.18,-0.000420186,-0.001438152
2005.3.21,-0.004971571,-4.08E-05
2005.3.22,-0.010273918,0.002369161
2005.3.23,0.000682536,-0.007635159
2005.3.24,-0.000938607,-0.014491954
2005.3.28,0.002472611,0.008443029
2005.3.29,-0.00760785,-0.019639856
2005.3.30,0.0136358,0.003197319
2005.3.31,-0.000677392,-0.004308904
2005.4.1,-0.006543469,0.018626417
2005.4.4,0.002809828,0.001527884
2005.4.6,0.002282816,0.002381376
2005.4.7,0.005894258,-0.002484524
2005.4.8,-0.008346379,-0.003722263
2005.4.11,0,-0.002299725
2005.4.12,0.005571986,-0.000661837
2005.4.13,-0.011856507,-0.004585368
2005.4.14,-0.010103691,-0.020215287
2005.4.15,-0.016836291,-0.007771501
2005.4.18,0.002971251,-0.00630441
2005.4.19,0.005916147,0.000911993
2005.4.20,-0.013360894,-0.003195367
2005.4.21,0.019587133,0.014987058
2005.4.22,-0.006833641,-0.01268507
2005.4.25,0.008642349,0.010539722
2005.4.26,-0.008989602,-0.003013054
2005.4.27,0.004072619,-0.006622044
2005.4.28,-0.011480384,-0.01472118
2005.4.29,0.011826225,0.004035345
2005.5.2,0.004657188,0.002114557
2005.5.3,-0.000860807,-0.007761272
2005.5.4,0.012409762,0.014152509
2005.5.6,-0.001109262,0.007971316
2005.5.9,0.006382729,-0.00725548
2005.5.10,-0.010746372,-0.005230975
2005.5.11,0.004192878,-0.004247071
2005.5.12,-0.010040848,-0.002222862
2005.5.13,-0.004668462,0.004799245
2005.5.16,0.010087597,0.003914912
2005.5.17,0.006924584,-0.011911604
2005.5.18,0.010002626,-0.005167416
2005.5.19,0.004628274,0.011387046
2005.5.20,-0.001512351,-0.002590661
2005.5.23,0.003860361,-0.004197058
2005.5.24,0.000167504,-0.00347228
2005.5.25,-0.003439456,-0.010641152
2005.5.26,0.006366247,0.003395913
2005.5.27,0.001001502,0.007426746
2005.5.31,-0.006108039,0.001474995
2005.6.1,0.009023371,0.005616511
2005.6.2,0.001662096,-0.006253069
2005.6.3,-0.00691583,0.003458524
2005.6.7,-0.000167029,-0.004634514
2005.6.8,-0.002173914,0.008001441
2005.6.9,0.005176168,0.015130394
2005.6.10,-0.002334307,0.003812302
2005.6.13,0.002251033,-0.002671871
2005.6.14,0.002578286,-0.005979546
2005.6.15,0.0022402,0.017478245
2005.6.16,0.003722858,0.002425332
2005.6.17,0.005024929,-0.002954741
2005.6.20,-0.000739797,-0.009157161
2005.6.21,-0.002057868,-0.00228025
2005.6.22,0.000247168,0.013754795
2005.6.23,-0.010933597,0.008504602
2005.6.24,-0.007607778,0.000808363
2005.6.27,-0.000755572,-0.005654394
2005.6.28,0.009112633,0.005241208
2005.6.29,-0.001499126,-0.001190387
2005.6.30,-0.007109728,0.010539796
2005.7.1,0.002598819,0.014305886
2005.7.5,0.0088356,-0.004416964
2005.7.6,-0.008417067,-0.004660324
2005.7.7,0.002507524,0.010829547
2005.7.8,0.011619352,-0.005016994
2005.7.11,0.006169558,0.005628876
2005.7.12,0.002293579,-0.004358805
2005.7.13,0.000899612,0.002507521
2005.7.14,0.00261246,0.005599822
2005.7.15,0.001140808,-0.005167824
2005.7.18,-0.005553301,0.000677921
2005.7.19,0.00669281,0.012311878
2005.7.20,0.004787999,-0.002686262
2005.7.21,-0.006660735,-0.008247661
2005.7.22,0.005445618,0.006275351
2005.7.25,-0.003816954,0.013116759
2005.7.26,0.001788473,0.000587005
2005.7.27,0.004538095,0.000109793
2005.7.28,0.005563409,0.0026104
2005.7.29,-0.007667821,-0.001923838
2005.8.1,0.000890869,0.001865572
2005.8.2,0.007098521,0.00144899
2005.8.3,0.000723153,-0.008743254
2005.8.4,-0.00733608,-0.007502892
2005.8.5,-0.007716401,-0.008409863
2005.8.8,-0.002694429,0.004565734
2005.8.9,0.006763114,0.01558773
2005.8.10,-0.001869539,0.001132006
2005.8.11,0.007053416,0.017124352
2005.8.12,-0.005996291,0.002507077
2005.8.16,-0.011902961,-0.013154749
2005.8.17,0.000737856,0.005386139
2005.8.18,-0.000983929,-0.020632921
2005.8.19,0.000574076,0.001588592
2005.8.22,0.001638405,0.01938648
2005.8.23,-0.003361623,-0.002085936
2005.8.24,-0.006591982,-0.016037622
2005.8.25,0.00231214,0.010765945
2005.8.26,-0.006039315,-0.010072884
2005.8.29,0.005956831,-0.004673213
2005.8.30,-0.003222211,-0.001881486
2005.8.31,0.00979956,0.013418904
2005.9.1,0.001064745,0.01172826
2005.9.2,-0.002951306,0.005139413
2005.9.6,0.012564414,0.002265067
2005.9.7,0.002429348,0.005914269
2005.9.8,-0.003808602,-0.00645798
2005.9.9,0.007924997,0.006109733
2005.9.12,-0.000725192,0.000233115
2005.9.13,-0.00760583,-0.001854736
2005.9.14,-0.003254152,0.013795102
2005.9.15,0.000407349,0.004705004
2005.9.16,0.007703886,0.001457459
2005.9.20,-0.007910982,-0.000990332
2005.9.21,-0.00913023,0.007313567
2005.9.22,0.003629169,0.007763585
2005.9.23,0.000576155,-0.019379325
2005.9.26,0.000246822,0.020491851
2005.9.27,8.23E-05,-0.000115731
2005.9.28,0.000986599,0.013174795
2005.9.29,0.008835859,0.000471188
2005.9.30,0.000895583,-0.01361683
2005.10.4,-0.009995168,0.011939546
2005.10.5,-0.015015422,-0.01221932
2005.10.6,-0.00410403,-0.009056653
2005.10.7,0.003686022,0.004774036
2005.10.10,-0.007217218,0.01400759
2005.10.11,-0.002023439,0.018322052
2005.10.12,-0.006094999,-0.021274717
2005.10.13,-0.000764494,-0.01067648
2005.10.14,0.008293185,-0.010165187
2005.10.17,0.002945262,-0.016239954
2005.10.18,-0.010134366,0.003546942
2005.10.19,0.014912446,-0.018524299
2005.10.20,-0.015167126,-0.006534962
2005.10.21,0.001527106,0.031562278
2005.10.24,0.016646034,-0.0035897
2005.10.25,-0.002420803,-0.015456258
2005.10.26,-0.004271542,-0.004738543
